,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-1.154296875,-1.5869140625,-2.076171875,-2.115234375,-1.6396484375,-1.232421875
1,-1.7587890625,-0.6083984375,-0.60107421875,-0.61083984375,-0.34619140625,-3.056640625
2,-0.68798828125,-2.73828125,-1.08203125,-3.767578125,-5.53125,-5.1328125
3,-0.78125,-0.402587890625,-0.45751953125,-0.6025390625,-1.21484375,-0.89013671875
4,-0.65869140625,-3.228515625,-4.67578125,-4.5546875,-5.01171875,-4.19140625
5,-0.9033203125,-0.8193359375,-0.978515625,-3.1171875,-3.60546875,-4.46875
6,-0.4267578125,-3.326171875,-2.962890625,-3.890625,-3.3125,-3.876953125
7,-0.9072265625,-0.485595703125,-1.732421875,-4.25,-4.59765625,-4.1875
8,-0.7216796875,-2.7109375,-4.1171875,-2.080078125,-2.80859375,-4.69140625
9,-0.662109375,-1.59765625,-1.119140625,-4.28515625,-3.650390625,-4.0625
10,-0.525390625,-0.60107421875,-2.3203125,-4.19921875,-4.6171875,-4.48828125
11,-1.23046875,-0.42919921875,-1.5146484375,-4.58203125,-5.00390625,-4.75390625
12,-0.59912109375,-3.716796875,-3.6484375,-4.5625,-5.0859375,-4.33984375
13,-0.61669921875,-3.26171875,-3.283203125,-3.611328125,-4.29296875,-3.30078125
14,-1.029296875,-1.63671875,-4.0703125,-2.794921875,-3.158203125,-3.326171875
15,-0.8056640625,-1.4072265625,-1.2158203125,-0.50830078125,-0.12396240234375,-3.501953125
16,-0.71142578125,-0.326171875,-0.312744140625,-0.26171875,-3.248046875,-4.6328125
17,-0.56689453125,-1.8359375,-1.4970703125,-2.923828125,-2.4375,-1.6484375
18,-0.8447265625,-1.6572265625,-3.5234375,-4.1796875,-4.95703125,-5.16015625
19,-0.385498046875,-3.4921875,-3.76953125,-3.810546875,-3.6796875,-3.81640625
