,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,0.0260416666666666,0.0885416666666666,0.0364583333333333,0.0364583333333333,0.0572916666666666,0.03125
1,0.0104166666666666,0.046875,0.0260416666666666,0.1458333333333333,0.015625,0.0416666666666666
2,0.0104166666666666,0.0364583333333333,0.03125,0.0104166666666666,0.015625,0.0208333333333333
3,0.046875,0.1041666666666666,0.0677083333333333,0.046875,0.0208333333333333,0.046875
4,0.0104166666666666,0.0208333333333333,0.0520833333333333,0.046875,0.0572916666666666,0.0208333333333333
5,0.03125,0.078125,0.0104166666666666,0.0416666666666666,0.0572916666666666,0.0208333333333333
6,0.0208333333333333,0.046875,0.0260416666666666,0.046875,0.046875,0.03125
7,0.015625,0.1614583333333333,0.0208333333333333,0.0208333333333333,0.0520833333333333,0.03125
8,0.0104166666666666,0.0729166666666666,0.046875,0.078125,0.0052083333333333,0.0052083333333333
9,0.0104166666666666,0.0520833333333333,0.078125,0.0364583333333333,0.0104166666666666,0.0520833333333333
10,0.0364583333333333,0.015625,0.0364583333333333,0.015625,0.0364583333333333,0.015625
11,0.0729166666666666,0.1041666666666666,0.140625,0.03125,0.03125,0.0
12,0.0208333333333333,0.0520833333333333,0.0260416666666666,0.0104166666666666,0.0208333333333333,0.0104166666666666
13,0.0260416666666666,0.046875,0.0,0.0052083333333333,0.0,0.0052083333333333
14,0.03125,0.0677083333333333,0.0520833333333333,0.125,0.0989583333333333,0.046875
15,0.0208333333333333,0.0104166666666666,0.015625,0.046875,0.0260416666666666,0.03125
16,0.0260416666666666,0.0416666666666666,0.0833333333333333,0.0052083333333333,0.0,0.0
17,0.0208333333333333,0.0364583333333333,0.1041666666666666,0.0104166666666666,0.046875,0.0260416666666666
18,0.015625,0.0364583333333333,0.015625,0.0052083333333333,0.0052083333333333,0.0104166666666666
19,0.0520833333333333,0.0364583333333333,0.0208333333333333,0.0364583333333333,0.0677083333333333,0.026041666666666668
