,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,0.015625,0.0364583333333333,0.0364583333333333,0.046875,0.0416666666666666,0.0260416666666666
1,0.0052083333333333,0.03125,0.0260416666666666,0.0625,0.0104166666666666,0.0364583333333333
2,0.0416666666666666,0.015625,0.03125,0.0052083333333333,0.0052083333333333,0.0208333333333333
3,0.0208333333333333,0.0052083333333333,0.03125,0.0572916666666666,0.015625,0.0416666666666666
4,0.0364583333333333,0.0208333333333333,0.0,0.03125,0.015625,0.015625
5,0.0104166666666666,0.0260416666666666,0.0208333333333333,0.015625,0.0260416666666666,0.015625
6,0.0052083333333333,0.0260416666666666,0.0104166666666666,0.0104166666666666,0.015625,0.0052083333333333
7,0.0104166666666666,0.015625,0.0260416666666666,0.0260416666666666,0.0104166666666666,0.0260416666666666
8,0.0208333333333333,0.0104166666666666,0.0260416666666666,0.0885416666666666,0.015625,0.0
9,0.03125,0.0052083333333333,0.046875,0.0364583333333333,0.0052083333333333,0.0416666666666666
10,0.015625,0.0260416666666666,0.0364583333333333,0.03125,0.03125,0.0208333333333333
11,0.015625,0.0364583333333333,0.0364583333333333,0.0208333333333333,0.015625,0.0052083333333333
12,0.015625,0.015625,0.0052083333333333,0.0104166666666666,0.0364583333333333,0.0364583333333333
13,0.0104166666666666,0.0208333333333333,0.0,0.015625,0.015625,0.0
14,0.0052083333333333,0.0208333333333333,0.03125,0.0833333333333333,0.0989583333333333,0.046875
15,0.0364583333333333,0.0208333333333333,0.015625,0.0208333333333333,0.0260416666666666,0.0364583333333333
16,0.0260416666666666,0.0833333333333333,0.03125,0.015625,0.03125,0.0
17,0.0364583333333333,0.0104166666666666,0.03125,0.0677083333333333,0.046875,0.0416666666666666
18,0.0260416666666666,0.0260416666666666,0.015625,0.0260416666666666,0.0052083333333333,0.0052083333333333
19,0.015625,0.0104166666666666,0.015625,0.0208333333333333,0.0052083333333333,0.005208333333333333
