,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-0.41943359375,-1.9404296875,-2.408203125,-3.203125,-2.84765625,-2.9765625
1,-0.469482421875,-0.7646484375,-0.70751953125,-4.1953125,-5.35546875,-4.4140625
2,-0.72900390625,-1.2802734375,-0.896484375,-3.935546875,-4.703125,-4.40625
3,-0.40478515625,-0.814453125,-3.74609375,-4.95703125,-4.9296875,-4.21875
4,-0.39453125,-1.087890625,-0.8974609375,-3.447265625,-3.603515625,-4.0859375
5,-0.94677734375,-1.5498046875,-2.34375,-2.14453125,-2.302734375,-4.0078125
6,-0.447998046875,-2.41015625,-2.21875,-1.4599609375,-2.2109375,-3.818359375
7,-0.78125,-0.64453125,-1.6826171875,-3.22265625,-3.98828125,-3.7109375
8,-0.9150390625,-2.7578125,-2.08984375,-2.7265625,-3.82421875,-6.75
9,-0.740234375,-1.48828125,-1.908203125,-0.89697265625,-3.384765625,-4.17578125
10,-0.52294921875,-1.8720703125,-2.01171875,-1.0078125,-2.8828125,-3.1953125
11,-0.7275390625,-0.419677734375,-2.9609375,-4.20703125,-5.06640625,-5.28515625
12,-0.75732421875,-3.00390625,-5.08984375,-4.5,-4.984375,-4.38671875
13,-0.685546875,-1.638671875,-4.06640625,-5.29296875,-4.09765625,-5.01953125
14,-0.89794921875,-2.650390625,-2.44921875,-2.091796875,-2.9140625,-4.01171875
15,-0.461181640625,-0.744140625,-0.9873046875,-4.11328125,-4.38671875,-4.15234375
16,-0.83056640625,-1.72265625,-0.5771484375,-2.7890625,-3.65625,-3.6015625
17,-0.74267578125,-1.1484375,-2.03515625,-2.36328125,-1.4189453125,-1.21484375
18,-0.90283203125,-1.447265625,-1.158203125,-2.81640625,-4.15625,-4.46484375
19,-1.0390625,-0.74951171875,-0.5869140625,-0.73193359375,-3.400390625,-4.2890625
