,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-0.365478515625,-1.4716796875,-2.08984375,-2.640625,-3.310546875,-2.9765625
1,-0.693359375,-0.80419921875,-2.388671875,-4.1484375,-4.2890625,-4.4140625
2,-0.81884765625,-1.30078125,-0.73291015625,-4.9296875,-5.296875,-4.40625
3,-0.347412109375,-1.1279296875,-4.59375,-4.68359375,-5.01953125,-4.21875
4,-0.65283203125,-0.57177734375,-0.9287109375,-3.201171875,-3.494140625,-4.0859375
5,-1.3310546875,-0.712890625,-1.4404296875,-1.7265625,-2.4296875,-4.0078125
6,-0.439208984375,-0.96435546875,-1.6337890625,-1.119140625,-3.580078125,-3.818359375
7,-0.90673828125,-0.537109375,-1.9033203125,-3.01171875,-4.265625,-3.7109375
8,-1.2373046875,-3.5234375,-3.162109375,-3.974609375,-4.078125,-6.75
9,-0.86572265625,-0.9736328125,-1.529296875,-0.580078125,-3.7421875,-4.17578125
10,-0.48828125,-0.7783203125,-0.779296875,-0.98876953125,-3.630859375,-3.1953125
11,-0.73876953125,-0.54345703125,-3.1640625,-4.4375,-5.35546875,-5.28515625
12,-1.0986328125,-3.439453125,-4.55859375,-4.4140625,-4.69140625,-4.38671875
13,-0.8583984375,-1.1796875,-3.990234375,-4.3046875,-3.6953125,-5.01953125
14,-1.255859375,-1.2333984375,-1.5546875,-2.41015625,-2.9453125,-4.01171875
15,-0.501953125,-0.322265625,-1.1435546875,-4.2265625,-4.25,-4.15234375
16,-0.92724609375,-1.9765625,-1.6708984375,-3.5859375,-3.712890625,-3.6015625
17,-1.2041015625,-0.460205078125,-1.5712890625,-2.884765625,-0.7705078125,-1.21484375
18,-0.6416015625,-1.4306640625,-0.6806640625,-4.51953125,-4.6640625,-4.46484375
19,-0.92626953125,-0.373779296875,-0.4375,-0.357666015625,-3.744140625,-4.2890625
