,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.32421875,-5.74609375,-5.98828125,-5.4921875,-4.63671875,-5.921875
1,-5.2890625,-5.69140625,-6.34375,-4.76171875,-5.85546875,-6.16796875
2,-5.25,-6.0703125,-5.56640625,-6.66015625,-6.796875,-6.5859375
3,-5.3515625,-5.38671875,-6.01953125,-6.85546875,-6.66015625,-6.5234375
4,-5.578125,-6.53515625,-6.62109375,-8.203125,-8.8203125,-7.53125
5,-5.3671875,-6.0234375,-5.234375,-5.22265625,-4.45703125,-5.46484375
6,-5.15234375,-5.21875,-6.86328125,-6.2265625,-6.93359375,-7.18359375
7,-5.52734375,-5.3359375,-6.0234375,-6.91796875,-6.96875,-6.87109375
8,-5.62890625,-5.48828125,-5.71484375,-5.77734375,-6.03515625,-7.25
9,-5.30078125,-5.71484375,-5.22265625,-5.76953125,-5.76953125,-6.56640625
10,-4.8515625,-5.50390625,-6.08203125,-6.06640625,-5.91015625,-6.44140625
11,-5.84375,-5.16015625,-5.046875,-5.06640625,-6.1484375,-6.02734375
12,-5.50390625,-6.09765625,-5.73046875,-5.76171875,-5.75390625,-6.32421875
13,-5.2890625,-5.6015625,-5.83203125,-6.4375,-6.77734375,-6.359375
14,-6.41015625,-6.41015625,-6.3984375,-5.2109375,-5.94140625,-6.10546875
15,-5.17578125,-5.515625,-6.3515625,-5.28125,-5.80859375,-6.1796875
16,-5.2421875,-5.7734375,-4.76171875,-5.8515625,-6.30859375,-10.40625
17,-5.2421875,-6.02734375,-6.1640625,-5.26171875,-5.94140625,-5.7578125
18,-6.05859375,-5.96875,-6.1328125,-5.71875,-6.0390625,-5.90234375
19,-5.25,-5.8359375,-5.56640625,-5.8125,-5.3515625,-6.25390625
