,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-8.9453125,-8.46875,-7.875,-7.23046875,-5.03515625,-5.921875
1,-5.35546875,-5.46484375,-5.2109375,-4.8828125,-6.04296875,-6.16796875
2,-5.51953125,-5.73046875,-5.61328125,-6.671875,-6.8515625,-6.5859375
3,-5.48046875,-5.21484375,-5.72265625,-6.76171875,-6.78125,-6.5234375
4,-6.17578125,-6.69921875,-6.765625,-7.57421875,-8.921875,-7.53125
5,-4.828125,-5.0546875,-4.5078125,-4.52734375,-3.568359375,-5.46484375
6,-5.2734375,-5.828125,-6.328125,-6.8984375,-7.23046875,-7.18359375
7,-5.6171875,-5.4296875,-5.9921875,-6.3671875,-6.82421875,-6.87109375
8,-5.796875,-5.3984375,-5.578125,-5.640625,-5.83984375,-7.25
9,-5.54296875,-6.02734375,-5.66796875,-5.70703125,-5.57421875,-6.56640625
10,-5.265625,-5.2890625,-5.65625,-5.84375,-6.43359375,-6.44140625
11,-5.3203125,-5.609375,-5.0234375,-5.77734375,-6.4765625,-6.02734375
12,-4.99609375,-5.8359375,-5.3203125,-6.08203125,-5.96875,-6.32421875
13,-5.46875,-5.70703125,-5.8203125,-6.40625,-6.75,-6.359375
14,-6.64453125,-6.15625,-6.57421875,-5.4375,-6.4140625,-6.10546875
15,-5.15625,-5.36328125,-5.828125,-5.2734375,-5.70703125,-6.1796875
16,-5.34765625,-6.36328125,-5.29296875,-5.94140625,-6.23046875,-10.40625
17,-5.33984375,-5.1640625,-5.53515625,-6.0859375,-6.14453125,-5.7578125
18,-6.2578125,-5.79296875,-6.33984375,-5.7265625,-6.37890625,-5.90234375
19,-5.69140625,-6.296875,-5.58984375,-6.03515625,-5.890625,-6.25390625
