,agent0_elephant,agent1_elephant,agent2_elephant
0,0.3194444444444444,0.1111111111111111,0.0138888888888888
1,0.4722222222222222,0.2361111111111111,0.25
2,0.4027777777777778,0.2638888888888889,0.2777777777777778
3,0.5416666666666666,0.1388888888888889,0.3611111111111111
4,0.0277777777777777,0.3194444444444444,0.0
5,0.1805555555555555,0.0694444444444444,0.0
6,0.625,0.3194444444444444,0.2083333333333333
7,0.1666666666666666,0.2916666666666667,0.0555555555555555
8,0.1388888888888889,0.25,0.0416666666666666
9,0.3055555555555556,0.25,0.05555555555555555
