,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.1171875,-7.1953125,-7.28125,-7.28125,-7.234375,-7.46484375
1,-5.94921875,-5.37890625,-6.484375,-6.70703125,-6.765625,-6.8828125
2,-5.70703125,-4.765625,-4.69140625,-7.37109375,-7.39453125,-6.765625
3,-5.4609375,-6.3515625,-5.921875,-7.26171875,-6.79296875,-6.30859375
4,-5.08984375,-5.53125,-4.56640625,-5.171875,-5.2734375,-6.97265625
5,-5.61328125,-4.81640625,-6.19140625,-4.94921875,-5.734375,-5.43359375
6,-5.140625,-5.796875,-6.5390625,-6.6015625,-7.07421875,-6.875
7,-4.76953125,-5.609375,-5.65234375,-6.22265625,-5.93359375,-6.5703125
8,-5.31640625,-5.6015625,-4.5390625,-6.60546875,-6.01953125,-6.59765625
9,-5.18359375,-5.21875,-6.0078125,-6.578125,-6.71875,-6.94921875
10,-6.390625,-5.23828125,-5.71484375,-6.484375,-6.45703125,-5.078125
11,-4.484375,-4.90234375,-4.66796875,-5.53125,-6.6796875,-7.140625
12,-5.9296875,-6.7578125,-5.36328125,-4.4453125,-5.4375,-5.9375
13,-5.5390625,-6.36328125,-5.87109375,-5.94921875,-6.125,-6.1328125
14,-5.0703125,-5.6015625,-5.57421875,-6.546875,-7.08203125,-7.2109375
15,-4.98828125,-5.109375,-4.67578125,-6.0625,-6.5,-7.15234375
16,-4.96875,-4.453125,-4.6796875,-5.1796875,-6.60546875,-6.33203125
17,-5.6015625,-6.65625,-6.83984375,-6.98046875,-7.24609375,-7.0703125
18,-5.9296875,-5.93359375,-5.90234375,-6.3203125,-7.18359375,-7.28515625
19,-5.1484375,-5.7734375,-6.25,-6.4296875,-6.8671875,-6.60546875
