,agent0_elephant,agent1_elephant,agent2_elephant
0,0.2395833333333333,0.2395833333333333,0.03125
1,0.15625,0.09375,0.1770833333333333
2,0.2083333333333333,0.0520833333333333,0.0833333333333333
3,0.25,0.25,0.2395833333333333
4,0.3333333333333333,0.34375,0.3958333333333333
5,0.1458333333333333,0.15625,0.0
6,0.1041666666666666,0.0833333333333333,0.0208333333333333
7,0.1041666666666666,0.1145833333333333,0.0833333333333333
8,0.21875,0.0833333333333333,0.0416666666666666
9,0.1875,0.0520833333333333,0.0
