,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.83984375,-5.828125,-5.35546875,-5.43359375,-5.66796875,-5.46484375
1,-5.83203125,-5.29296875,-5.40234375,-5.69921875,-5.80078125,-6.12109375
2,-6.1484375,-6.25,-6.88671875,-6.1953125,-6.30078125,-6.046875
3,-6.625,-5.48046875,-5.57421875,-6.171875,-5.74609375,-6.30078125
4,-6.39453125,-6.09765625,-6.55859375,-6.50390625,-6.16796875,-6.28515625
5,-6.3984375,-6.6328125,-6.84765625,-4.09765625,-6.2734375,-6.42578125
6,-6.13671875,-6.25,-6.47265625,-6.09375,-6.1796875,-6.70703125
7,-6.08203125,-6.37109375,-6.2421875,-5.9921875,-5.5546875,-5.58984375
8,-6.69140625,-5.15625,-6.28125,-6.4921875,-5.5625,-5.9375
9,-5.8828125,-5.45703125,-5.3984375,-5.703125,-5.6640625,-6.51171875
10,-5.7109375,-5.8671875,-6.1015625,-6.05078125,-6.1875,-6.21484375
11,-6.09765625,-5.3515625,-5.33984375,-6.37890625,-6.22265625,-5.50390625
12,-6.96875,-6.3671875,-5.546875,-6.06640625,-6.01953125,-6.02734375
13,-6.09375,-5.7265625,-6.33203125,-6.3984375,-6.625,-6.29296875
14,-6.1796875,-5.93359375,-6.4140625,-5.37109375,-6.01953125,-6.65234375
15,-6.875,-5.89453125,-6.0546875,-6.38671875,-6.69140625,-6.796875
16,-5.9140625,-5.359375,-5.89453125,-5.4453125,-5.9375,-5.99609375
17,-5.3828125,-5.52734375,-6.1640625,-5.9453125,-5.95703125,-6.1640625
18,-6.33203125,-5.4375,-5.01953125,-5.98828125,-6.75390625,-6.41796875
19,-6.8359375,-6.0859375,-5.7734375,-7.078125,-7.234375,-6.765625
