,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,0.15625,0.2760416666666667,0.109375,0.0572916666666666,0.15625,0.109375
1,0.09375,0.4166666666666667,0.0989583333333333,0.0677083333333333,0.03125,0.0364583333333333
2,0.1302083333333333,0.390625,0.0677083333333333,0.0625,0.0989583333333333,0.0520833333333333
3,0.1145833333333333,0.2447916666666666,0.125,0.21875,0.2447916666666666,0.2135416666666666
4,0.171875,0.1822916666666666,0.34375,0.2083333333333333,0.2083333333333333,0.1041666666666666
5,0.1458333333333333,0.3125,0.1354166666666666,0.1354166666666666,0.1354166666666666,0.0625
6,0.0989583333333333,0.0989583333333333,0.1354166666666666,0.0364583333333333,0.0625,0.0260416666666666
7,0.1197916666666666,0.203125,0.2760416666666667,0.3489583333333333,0.2291666666666666,0.0989583333333333
8,0.3072916666666667,0.0989583333333333,0.140625,0.0989583333333333,0.0885416666666666,0.03125
9,0.09375,0.1354166666666666,0.265625,0.2864583333333333,0.2135416666666666,0.25
10,0.0625,0.0989583333333333,0.09375,0.1822916666666666,0.140625,0.0625
11,0.125,0.1927083333333333,0.1822916666666666,0.0625,0.0052083333333333,0.0416666666666666
12,0.1979166666666666,0.4635416666666667,0.1666666666666666,0.0729166666666666,0.1666666666666666,0.0364583333333333
13,0.171875,0.2083333333333333,0.046875,0.09375,0.125,0.0416666666666666
14,0.1302083333333333,0.2447916666666666,0.0208333333333333,0.0260416666666666,0.078125,0.109375
15,0.0989583333333333,0.2291666666666666,0.046875,0.15625,0.0625,0.1927083333333333
16,0.109375,0.3489583333333333,0.078125,0.0885416666666666,0.3333333333333333,0.046875
17,0.125,0.3020833333333333,0.1041666666666666,0.0416666666666666,0.1458333333333333,0.046875
18,0.1666666666666666,0.390625,0.1666666666666666,0.046875,0.2395833333333333,0.0416666666666666
19,0.1510416666666666,0.2239583333333333,0.1458333333333333,0.0364583333333333,0.03125,0.005208333333333333
