,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-0.39208984375,-0.615234375,-1.7802734375,-0.98291015625,-0.87060546875,-0.36572265625
1,-0.322998046875,-1.982421875,-0.361328125,-0.60400390625,-0.467529296875,-1.3125
2,-0.8193359375,-1.392578125,-0.203857421875,-0.2088623046875,-0.35498046875,-0.3583984375
3,-0.28173828125,-0.51904296875,-0.378662109375,-0.2744140625,-0.1649169921875,-0.43359375
4,-0.344482421875,-2.037109375,-1.0771484375,-0.77978515625,-0.28564453125,-0.70703125
5,-0.34033203125,-1.6982421875,-0.74267578125,-0.56298828125,-0.497802734375,-0.63330078125
6,-0.316162109375,-1.7802734375,-0.37060546875,-0.435546875,-0.33251953125,-0.1575927734375
7,-0.6259765625,-2.505859375,-0.2288818359375,-0.5546875,-0.16015625,-0.278076171875
8,-0.837890625,-0.91357421875,-0.51220703125,-0.212890625,-0.2115478515625,-0.2802734375
9,-0.498779296875,-0.9189453125,-1.4951171875,-2.45703125,-0.246337890625,-0.9443359375
10,-0.6298828125,-1.92578125,-0.65087890625,-1.0390625,-0.437744140625,-0.875
11,-0.198486328125,-1.521484375,-0.1336669921875,-0.452392578125,-0.10400390625,-0.1441650390625
12,-0.83642578125,-0.216552734375,-0.2666015625,-0.48974609375,-0.391845703125,-0.3642578125
13,-0.295166015625,-1.2421875,-0.27099609375,-0.17626953125,-0.353515625,-0.270751953125
14,-1.1630859375,-1.53515625,-0.57470703125,-0.163330078125,-0.1788330078125,-0.318359375
15,-0.324951171875,-1.3134765625,-0.4091796875,-0.296630859375,-0.3017578125,-0.493408203125
16,-0.57861328125,-0.8955078125,-0.4755859375,-0.1802978515625,-0.462890625,-0.178466796875
17,-0.3125,-1.517578125,-2.634765625,-0.75341796875,-0.58349609375,-0.7548828125
18,-0.51171875,-2.341796875,-2.203125,-1.5654296875,-0.474365234375,-0.61376953125
19,-0.5126953125,-2.53515625,-0.347412109375,-0.84521484375,-0.2440185546875,-0.281982421875
