,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-6.21875,-4.85546875,-6.31640625,-8.4140625,-8.1015625,-7.3515625
1,-6.1875,-6.515625,-7.34375,-7.8046875,-8.3671875,-5.65234375
2,-6.328125,-5.93359375,-5.52734375,-7.2734375,-7.46484375,-7.984375
3,-6.42578125,-6.46484375,-11.53125,-10.7734375,-10.140625,-9.984375
4,-6.31640625,-5.5234375,-5.26953125,-5.765625,-6.25390625,-6.4453125
5,-7.08203125,-5.94921875,-4.2890625,-5.5859375,-4.7109375,-3.638671875
6,-5.8203125,-5.74609375,-5.59765625,-4.68359375,-5.4921875,-7.6875
7,-6.51953125,-6.14453125,-5.3984375,-6.6875,-6.92578125,-6.79296875
8,-6.04296875,-4.80078125,-6.56640625,-7.2265625,-7.06640625,-7.02734375
9,-6.21484375,-6.19921875,-6.71484375,-7.06640625,-6.88671875,-6.81640625
10,-5.65234375,-5.62890625,-6.95703125,-6.91796875,-6.83203125,-6.67578125
11,-5.8359375,-6.52734375,-6.83203125,-7.5234375,-8.0546875,-6.80859375
12,-7.00390625,-7.12109375,-7.99609375,-8.234375,-8.0625,-6.66015625
13,-6.13671875,-6.2578125,-5.265625,-6.421875,-7.05859375,-5.6796875
14,-6.38671875,-6.09765625,-6.640625,-5.86328125,-6.8203125,-7.359375
15,-6.1171875,-4.546875,-4.8203125,-4.44921875,-4.7734375,-3.63671875
16,-5.9765625,-5.65234375,-5.8203125,-4.02734375,-6.4765625,-6.53125
17,-5.7265625,-5.0546875,-5.08203125,-5.6171875,-6.328125,-7.87109375
18,-6.27734375,-5.68359375,-5.5234375,-6.46484375,-6.65625,-6.46875
19,-6.09765625,-5.7734375,-5.61328125,-6.703125,-6.9140625,-6.46875
