,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,0.0,0.0052083333333333,0.0104166666666666,0.0,0.03125,0.0416666666666666
1,0.0,0.0052083333333333,0.015625,0.1354166666666666,0.0625,0.0
2,0.0052083333333333,0.0052083333333333,0.1354166666666666,0.0208333333333333,0.0572916666666666,0.046875
3,0.0,0.0104166666666666,0.015625,0.0052083333333333,0.0208333333333333,0.015625
4,0.0052083333333333,0.0104166666666666,0.0052083333333333,0.203125,0.15625,0.2083333333333333
5,0.0104166666666666,0.0052083333333333,0.0052083333333333,0.0,0.0,0.015625
6,0.0,0.0,0.0,0.0,0.0260416666666666,0.1041666666666666
7,0.0,0.015625,0.0052083333333333,0.0729166666666666,0.0677083333333333,0.0885416666666666
8,0.0,0.0,0.265625,0.109375,0.1510416666666666,0.2135416666666666
9,0.0,0.0052083333333333,0.1458333333333333,0.0260416666666666,0.015625,0.09375
10,0.0,0.1510416666666666,0.0520833333333333,0.078125,0.0677083333333333,0.0833333333333333
11,0.0052083333333333,0.0,0.046875,0.0520833333333333,0.0208333333333333,0.0677083333333333
12,0.0,0.0052083333333333,0.0,0.0052083333333333,0.0208333333333333,0.0989583333333333
13,0.0,0.0,0.0,0.0260416666666666,0.0520833333333333,0.203125
14,0.0,0.046875,0.0729166666666666,0.1302083333333333,0.0989583333333333,0.0729166666666666
15,0.0,0.0052083333333333,0.0,0.0,0.0052083333333333,0.0
16,0.0052083333333333,0.0,0.0052083333333333,0.0260416666666666,0.1458333333333333,0.109375
17,0.0052083333333333,0.0052083333333333,0.0572916666666666,0.125,0.140625,0.09375
18,0.0,0.0,0.046875,0.0989583333333333,0.0989583333333333,0.125
19,0.0,0.21875,0.0989583333333333,0.0885416666666666,0.0520833333333333,0.17708333333333334
