,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-6.6171875,-6.37109375,-5.80078125,-6.9296875,-8.1484375,-7.3515625
1,-5.984375,-7.171875,-7.59375,-7.7421875,-7.9296875,-5.65234375
2,-5.08203125,-5.52734375,-4.921875,-7.8671875,-8.2265625,-7.984375
3,-6.21484375,-5.7421875,-10.8984375,-10.6171875,-9.15625,-9.984375
4,-6.2578125,-5.83984375,-5.2890625,-5.3671875,-6.14453125,-6.4453125
5,-5.7578125,-5.5546875,-4.36328125,-7.39453125,-4.19921875,-3.638671875
6,-5.90625,-6.2421875,-6.00390625,-5.26171875,-5.91015625,-7.6875
7,-6.08984375,-5.62890625,-4.68359375,-5.88671875,-6.2421875,-6.79296875
8,-6.19140625,-4.54296875,-5.48828125,-6.84375,-6.11328125,-7.02734375
9,-6.67578125,-5.640625,-5.83984375,-6.51953125,-6.6875,-6.81640625
10,-5.1875,-4.6640625,-6.375,-6.32421875,-6.32421875,-6.67578125
11,-6.390625,-6.77734375,-7.45703125,-7.6328125,-7.90234375,-6.80859375
12,-6.19921875,-6.890625,-7.453125,-8.1640625,-7.82421875,-6.66015625
13,-5.95703125,-6.203125,-5.06640625,-5.12109375,-7.15234375,-5.6796875
14,-6.38671875,-5.4140625,-6.1796875,-5.6953125,-6.2890625,-7.359375
15,-6.0234375,-4.58984375,-5.79296875,-4.83203125,-5.33203125,-3.63671875
16,-5.9453125,-6.1953125,-5.2578125,-3.662109375,-5.765625,-6.53125
17,-6.2734375,-5.20703125,-5.09375,-5.5234375,-6.85546875,-7.87109375
18,-6.0390625,-5.20703125,-3.92578125,-5.87109375,-5.87890625,-6.46875
19,-6.1640625,-5.26953125,-4.79296875,-5.90234375,-6.3671875,-6.46875
