,agent0_elephant,agent0_dolphin,agent0_panda,agent0_lion,agent0_kangaroo,agent0_penguin,agent0_giraffe,agent0_chimpanzee,agent0_koala,agent0_orangutan,agent1_elephant,agent1_dolphin,agent1_panda,agent1_lion,agent1_kangaroo,agent1_penguin,agent1_giraffe,agent1_chimpanzee,agent1_koala,agent1_orangutan,agent2_elephant,agent2_dolphin,agent2_panda,agent2_lion,agent2_kangaroo,agent2_penguin,agent2_giraffe,agent2_chimpanzee,agent2_koala,agent2_orangutan,agent3_elephant,agent3_dolphin,agent3_panda,agent3_lion,agent3_kangaroo,agent3_penguin,agent3_giraffe,agent3_chimpanzee,agent3_koala,agent3_orangutan,agent4_elephant,agent4_dolphin,agent4_panda,agent4_lion,agent4_kangaroo,agent4_penguin,agent4_giraffe,agent4_chimpanzee,agent4_koala,agent4_orangutan,agent5_elephant,agent5_dolphin,agent5_panda,agent5_lion,agent5_kangaroo,agent5_penguin,agent5_giraffe,agent5_chimpanzee,agent5_koala,agent5_orangutan
0,-2.05859375,-2.94140625,-6.27734375,-4.75390625,-3.23046875,-3.501953125,-2.10546875,-7.58203125,-5.3046875,-6.94921875,-1.162109375,-1.708984375,-6.4609375,-3.974609375,-5.3359375,-5.69921875,-1.412109375,-6.6015625,-5.6875,-5.0859375,-1.8330078125,-0.69189453125,-5.81640625,-4.81640625,-5.77734375,-5.38671875,-3.11328125,-6.33203125,-5.83203125,-5.45703125,-3.2421875,-0.195556640625,-6.375,-6.34375,-6.515625,-7.21875,-3.734375,-7.0859375,-6.859375,-6.359375,-3.125,-0.156982421875,-6.5078125,-6.4921875,-6.734375,-8.2109375,-4.6015625,-7.3984375,-7.5625,-6.4296875,-2.76171875,-0.292236328125,-6.12890625,-6.94921875,-6.87890625,-7.57421875,-4.54296875,-7.30078125,-7.39453125,-6.35546875
1,-2.908203125,-2.861328125,-6.6875,-4.828125,-3.658203125,-3.388671875,-3.041015625,-8.1015625,-5.43359375,-7.7265625,-3.76953125,-2.84765625,-6.69921875,-6.30859375,-4.01171875,-5.24609375,-3.81640625,-8.859375,-5.10546875,-8.4140625,-2.787109375,-0.1934814453125,-6.1953125,-7.953125,-6.5078125,-8.765625,-3.583984375,-6.3359375,-6.9453125,-5.9140625,-2.439453125,-0.580078125,-6.26953125,-7.59765625,-7.50390625,-9.1875,-3.212890625,-5.05859375,-6.62890625,-3.337890625,-2.353515625,-0.2288818359375,-6.54296875,-7.31640625,-7.61328125,-7.93359375,-4.89453125,-6.74609375,-8.1953125,-7.72265625,-2.279296875,-0.357666015625,-7.1875,-7.6015625,-8.1875,-7.99609375,-5.0859375,-6.4765625,-8.4765625,-6.9453125
2,-2.728515625,-3.134765625,-6.2265625,-5.015625,-3.189453125,-3.60546875,-2.533203125,-7.8515625,-5.171875,-7.359375,-1.560546875,-1.123046875,-6.00390625,-4.95703125,-4.71484375,-4.69140625,-1.138671875,-6.68359375,-4.51171875,-5.02734375,-1.8583984375,-0.4365234375,-6.390625,-5.96875,-6.8203125,-6.84375,-3.716796875,-6.1015625,-6.3984375,-4.90625,-2.984375,-0.171630859375,-6.9375,-7.3828125,-7.453125,-8.4921875,-5.3671875,-7.78125,-7.484375,-6.3984375,-3.173828125,-0.1737060546875,-7.1484375,-8.3203125,-7.765625,-9.171875,-5.9296875,-7.640625,-8.1171875,-7.0,-2.98046875,-0.2000732421875,-6.46484375,-7.48046875,-7.45703125,-8.5859375,-5.47265625,-7.36328125,-7.78515625,-6.96484375
3,-2.134765625,-2.369140625,-5.26171875,-4.62890625,-2.744140625,-2.41796875,-2.197265625,-7.31640625,-4.48828125,-7.65234375,-3.123046875,-0.1851806640625,-6.47265625,-7.57421875,-5.40234375,-6.609375,-3.568359375,-7.47265625,-5.81640625,-6.60546875,-1.87890625,-0.253662109375,-6.06640625,-7.53515625,-5.64453125,-6.73828125,-3.61328125,-7.12890625,-6.01171875,-7.44140625,-2.681640625,-0.13525390625,-6.55859375,-8.0703125,-7.60546875,-9.3125,-4.40234375,-6.55078125,-7.93359375,-6.41796875,-2.92578125,-0.1761474609375,-7.20703125,-8.03125,-8.234375,-9.3984375,-5.27734375,-6.66796875,-8.71875,-7.05078125,-2.779296875,-0.38916015625,-6.265625,-7.796875,-7.40625,-8.5390625,-4.7578125,-6.3671875,-7.1640625,-6.1953125
4,-3.41796875,-3.78515625,-6.70703125,-6.30859375,-4.01953125,-3.7578125,-3.30859375,-8.5390625,-5.390625,-8.875,-2.041015625,-0.89208984375,-6.21875,-6.296875,-4.6484375,-4.35546875,-2.087890625,-6.5625,-4.421875,-4.7265625,-1.9638671875,-0.447998046875,-7.07421875,-7.12109375,-6.84765625,-7.5859375,-3.869140625,-6.23828125,-6.52734375,-5.51171875,-2.34375,-0.2022705078125,-7.0078125,-7.2421875,-7.8046875,-9.1015625,-4.9453125,-6.625,-8.203125,-7.2578125,-2.658203125,-0.1890869140625,-6.8671875,-7.5390625,-7.7421875,-8.8671875,-5.5078125,-7.2109375,-8.1640625,-6.5078125,-3.048828125,-0.1893310546875,-6.78125,-7.4375,-7.5234375,-9.0390625,-4.984375,-7.1640625,-8.0390625,-6.828125
5,-2.7109375,-2.6328125,-5.6953125,-4.875,-2.7109375,-2.72265625,-2.3203125,-7.453125,-4.625,-7.453125,-1.5029296875,-0.6591796875,-6.21484375,-7.18359375,-5.82421875,-6.0625,-1.8779296875,-6.61328125,-5.79296875,-6.88671875,-1.470703125,-0.89208984375,-6.9453125,-5.8828125,-6.3203125,-6.0859375,-1.517578125,-6.5234375,-5.8671875,-5.234375,-1.8662109375,-0.8193359375,-7.0234375,-6.390625,-6.5234375,-6.390625,-2.990234375,-5.96875,-5.59375,-4.8828125,-2.32421875,-0.51220703125,-6.56640625,-6.92578125,-6.67578125,-7.75,-3.68359375,-6.37890625,-6.70703125,-5.69921875,-2.634765625,-0.290771484375,-7.25,-7.578125,-7.4296875,-8.9609375,-4.7890625,-6.8515625,-7.8828125,-6.6875
6,-2.5859375,-2.25,-5.5546875,-5.1328125,-3.2578125,-2.8359375,-2.625,-7.7421875,-4.5703125,-7.859375,-1.931640625,-0.853515625,-5.21875,-7.1015625,-4.1015625,-4.55859375,-2.095703125,-6.6484375,-3.947265625,-6.453125,-1.849609375,-0.28662109375,-5.41796875,-7.12109375,-5.55859375,-6.41796875,-3.380859375,-6.91015625,-5.92578125,-6.68359375,-1.818359375,-0.302490234375,-6.19140625,-6.80859375,-6.44921875,-8.2890625,-3.896484375,-6.41015625,-6.71484375,-6.37890625,-2.798828125,-0.1734619140625,-7.390625,-6.5390625,-7.921875,-8.078125,-5.53125,-7.2265625,-8.1171875,-7.1875,-3.142578125,-0.158935546875,-6.98046875,-7.33984375,-7.55078125,-8.6484375,-5.40234375,-7.08203125,-8.0390625,-7.14453125
7,-2.47265625,-3.09765625,-7.05859375,-5.10546875,-3.83984375,-3.41796875,-2.22265625,-7.52734375,-5.4375,-6.12109375,-3.4765625,-1.8359375,-6.9296875,-6.8359375,-6.0078125,-7.8046875,-2.1171875,-6.2578125,-5.1953125,-4.28125,-7.52734375,-4.88671875,-9.625,-11.53125,-8.1171875,-10.984375,-4.01953125,-10.265625,-7.82421875,-7.23828125,-6.33203125,-4.10546875,-9.4296875,-10.3203125,-8.6328125,-9.5234375,-4.49609375,-8.5,-6.96484375,-6.82421875,-2.61328125,-0.440673828125,-6.93359375,-7.31640625,-7.87890625,-9.2265625,-5.24609375,-6.33203125,-7.40234375,-5.75390625,-2.509765625,-0.353759765625,-6.76171875,-7.58984375,-8.140625,-9.1171875,-5.16015625,-6.62890625,-7.98828125,-6.42578125
8,-2.638671875,-3.662109375,-6.5,-5.640625,-3.755859375,-3.755859375,-2.748046875,-8.28125,-5.3671875,-8.0,-2.787109375,-1.4814453125,-5.88671875,-5.87109375,-4.39453125,-5.734375,-0.8876953125,-6.05078125,-4.95703125,-4.96484375,-2.18359375,-0.8076171875,-6.19921875,-5.53515625,-4.84765625,-5.9296875,-1.8388671875,-6.02734375,-5.27734375,-4.80078125,-1.728515625,-1.212890625,-5.86328125,-5.33984375,-5.05859375,-6.1796875,-1.103515625,-5.83984375,-4.94921875,-4.66796875,-2.55078125,-0.6455078125,-6.89453125,-6.58984375,-5.81640625,-8.3671875,-4.02734375,-6.86328125,-5.33203125,-5.51953125,-2.265625,-0.359619140625,-7.109375,-6.8984375,-7.2109375,-10.0234375,-4.1953125,-6.75,-7.109375,-6.4921875
9,-2.658203125,-3.556640625,-6.7578125,-5.6171875,-3.658203125,-3.619140625,-3.228515625,-8.09375,-5.3203125,-8.078125,-1.4365234375,-1.5615234375,-5.171875,-5.21875,-4.7109375,-5.5234375,-1.390625,-6.578125,-4.640625,-5.2578125,-1.984375,-1.265625,-5.6796875,-5.8203125,-4.2578125,-3.599609375,-1.21875,-7.1015625,-4.046875,-4.90625,-3.703125,-0.6416015625,-6.6171875,-7.9921875,-7.2734375,-8.4296875,-4.7421875,-7.2890625,-6.5390625,-5.8515625,-3.53125,-0.50830078125,-6.90625,-7.6484375,-8.0703125,-8.125,-4.6796875,-6.6796875,-7.1171875,-5.25,-3.3203125,-0.91357421875,-6.4296875,-8.1796875,-7.640625,-7.8046875,-5.1015625,-7.3046875,-7.1796875,-5.6640625
10,-2.845703125,-2.869140625,-6.04296875,-5.48046875,-2.681640625,-2.580078125,-2.119140625,-7.30859375,-4.19921875,-7.05859375,-2.025390625,-0.947265625,-5.71484375,-6.72265625,-4.66015625,-4.515625,-1.603515625,-6.35546875,-4.05859375,-5.26953125,-3.1796875,-1.3056640625,-7.21875,-7.234375,-6.921875,-9.0390625,-3.65625,-7.1484375,-6.2890625,-5.625,-3.23828125,-0.75439453125,-6.89453125,-7.89453125,-6.73046875,-9.21875,-4.17578125,-7.15234375,-6.41796875,-5.81640625,-2.958984375,-0.5849609375,-7.03125,-7.4765625,-6.9609375,-9.546875,-4.1953125,-6.9609375,-6.703125,-5.8125,-2.40234375,-0.245361328125,-7.02734375,-8.046875,-7.23828125,-7.46484375,-5.07421875,-6.73046875,-7.87109375,-7.20703125
11,-2.7265625,-2.53125,-5.4375,-5.9609375,-3.0,-2.291015625,-2.7109375,-7.7890625,-4.546875,-8.4140625,-1.9765625,-1.6796875,-3.890625,-6.1328125,-3.1484375,-2.48046875,-1.6015625,-7.1640625,-3.4921875,-8.125,-2.537109375,-0.2410888671875,-5.9140625,-8.1484375,-6.515625,-7.578125,-3.724609375,-6.015625,-7.0078125,-7.1328125,-2.6953125,-0.2108154296875,-6.59375,-8.28125,-7.7265625,-10.046875,-4.515625,-5.984375,-8.171875,-6.9921875,-2.81640625,-0.1910400390625,-6.50390625,-8.2578125,-7.57421875,-9.9453125,-4.26171875,-5.99609375,-8.1328125,-7.03515625,-2.63671875,-0.2452392578125,-6.40234375,-8.0390625,-7.60546875,-8.75,-4.80859375,-6.26953125,-7.73046875,-7.19140625
12,-2.4765625,-3.296875,-6.421875,-5.6640625,-3.953125,-3.931640625,-2.8203125,-7.7265625,-5.24609375,-7.1796875,-2.552734375,-0.319091796875,-6.7109375,-7.0703125,-7.046875,-8.59375,-4.1015625,-6.453125,-7.65625,-6.4765625,-2.279296875,-0.434814453125,-6.51953125,-5.66015625,-6.37109375,-7.5390625,-3.677734375,-7.11328125,-6.09765625,-6.04296875,-3.166015625,-0.134521484375,-7.671875,-6.859375,-8.4375,-9.359375,-4.953125,-7.3125,-7.890625,-6.0234375,-2.888671875,-0.12371826171875,-7.875,-6.59375,-8.5,-9.515625,-5.515625,-7.484375,-8.1953125,-6.6640625,-3.744140625,-0.07232666015625,-7.81640625,-8.4609375,-9.3125,-10.578125,-6.76953125,-8.1328125,-9.7890625,-8.7109375
13,-3.3671875,-3.8515625,-7.3671875,-5.3984375,-4.328125,-4.84375,-3.1484375,-8.640625,-6.38671875,-8.125,-1.244140625,-1.572265625,-4.359375,-6.234375,-4.1953125,-5.7265625,-1.353515625,-7.234375,-4.2421875,-6.6015625,-1.9033203125,-0.3876953125,-5.98046875,-7.83203125,-6.06640625,-7.578125,-3.169921875,-5.74609375,-6.00390625,-5.60546875,-2.23828125,-0.457275390625,-5.56640625,-7.30859375,-4.69140625,-6.59765625,-2.11328125,-6.49609375,-4.87890625,-5.55078125,-2.673828125,-0.1895751953125,-6.41796875,-7.69140625,-6.45703125,-8.3671875,-4.01953125,-6.68359375,-6.51171875,-6.17578125,-2.607421875,-0.201904296875,-5.890625,-7.7109375,-6.2578125,-7.796875,-3.966796875,-6.609375,-6.6640625,-6.890625
14,-3.392578125,-2.705078125,-6.15625,-5.640625,-3.384765625,-2.078125,-2.048828125,-7.359375,-3.93359375,-6.3125,-3.369140625,-0.650390625,-6.5234375,-7.4765625,-7.296875,-8.1171875,-4.3046875,-6.40625,-6.234375,-5.5234375,-2.7265625,-0.25732421875,-6.75,-7.4765625,-8.1640625,-10.4375,-3.9375,-6.53125,-7.25,-5.8671875,-2.4765625,-0.55419921875,-6.8984375,-7.40625,-7.859375,-9.390625,-3.0078125,-6.0546875,-6.6640625,-5.28125,-1.4111328125,-0.5361328125,-7.19921875,-6.20703125,-7.93359375,-9.3984375,-3.130859375,-6.19140625,-6.88671875,-5.73046875,-1.8203125,-0.33544921875,-7.765625,-7.3984375,-8.515625,-10.390625,-4.1796875,-6.703125,-7.9765625,-6.6796875
15,-2.001953125,-2.650390625,-5.5859375,-4.5234375,-3.126953125,-2.84765625,-2.220703125,-7.515625,-5.0,-7.484375,-1.6884765625,-0.56298828125,-5.6484375,-6.640625,-5.2734375,-5.6796875,-2.6171875,-6.0078125,-5.421875,-6.671875,-2.171875,-0.296630859375,-6.75,-7.1015625,-5.5546875,-6.875,-3.515625,-6.6015625,-6.3828125,-6.265625,-2.05859375,-0.54345703125,-6.38671875,-7.01953125,-6.55078125,-6.89453125,-2.33984375,-5.83203125,-6.42578125,-5.90234375,-2.94921875,-0.72998046875,-6.33203125,-7.48046875,-6.66796875,-8.265625,-3.74609375,-6.36328125,-6.54296875,-5.55859375,-2.876953125,-0.469970703125,-6.6953125,-7.9921875,-7.4375,-8.953125,-4.640625,-6.6015625,-7.6796875,-6.1328125
