,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-8.078125,-7.62890625,-8.0234375,-8.0234375,-8.0234375,-7.984375
1,-7.578125,-7.3359375,-8.2734375,-7.98828125,-7.09765625,-7.95703125
2,-8.96875,-7.6953125,-5.390625,-6.79296875,-6.38671875,-7.234375
3,-7.68359375,-7.59765625,-7.34375,-7.59375,-7.69140625,-7.38671875
4,-8.53125,-7.02734375,-7.6171875,-8.234375,-8.234375,-8.484375
5,-7.94921875,-7.41015625,-7.265625,-7.66796875,-7.36328125,-8.9921875
6,-8.8828125,-7.68359375,-7.89453125,-7.7109375,-8.3984375,-8.1953125
7,-7.46875,-7.2109375,-7.13671875,-6.95703125,-7.6484375,-8.1484375
8,-8.78125,-8.21875,-8.3515625,-7.74609375,-7.265625,-8.5
9,-6.7578125,-7.83203125,-8.65625,-8.9765625,-8.3125,-7.8671875
10,-8.5078125,-7.87890625,-8.4609375,-7.4296875,-7.96875,-8.3671875
11,-7.828125,-8.46875,-8.5703125,-7.6875,-7.71484375,-7.828125
12,-7.15234375,-8.0078125,-7.078125,-8.1015625,-7.4921875,-8.3515625
13,-9.0859375,-6.8359375,-7.90234375,-8.421875,-8.0859375,-8.1328125
14,-8.0546875,-7.73828125,-6.5234375,-7.05078125,-7.375,-8.109375
15,-7.8125,-8.7578125,-8.828125,-8.0234375,-7.91796875,-7.27734375
16,-7.67578125,-5.2265625,-8.4140625,-7.52734375,-7.8515625,-8.6875
17,-8.546875,-8.4375,-8.109375,-7.953125,-7.96875,-8.1640625
18,-8.046875,-8.421875,-8.3046875,-6.41015625,-6.984375,-7.359375
19,-7.921875,-7.4609375,-6.1015625,-6.953125,-8.2890625,-8.59375
