,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-3.65625,-3.60546875,-3.4921875,-4.62890625,-5.39453125,-5.14453125
1,-3.712890625,-3.92578125,-4.671875,-5.34765625,-5.08203125,-4.703125
2,-4.3046875,-3.84375,-4.984375,-5.75,-5.1953125,-7.46484375
3,-3.560546875,-3.15625,-2.6796875,-3.8359375,-4.546875,-4.39453125
4,-4.07421875,-4.72265625,-5.1796875,-7.17578125,-7.34765625,-6.7265625
5,-3.537109375,-3.232421875,-3.26171875,-4.578125,-4.359375,-3.990234375
6,-3.916015625,-3.333984375,-5.15625,-5.8203125,-5.8515625,-5.02734375
7,-3.50390625,-3.296875,-4.33203125,-3.349609375,-3.908203125,-2.146484375
8,-3.974609375,-2.9921875,-4.70703125,-4.85546875,-5.22265625,-5.03125
9,-4.265625,-3.453125,-4.7265625,-5.44140625,-5.15625,-4.765625
10,-3.310546875,-3.61328125,-3.501953125,-4.31640625,-5.32421875,-5.51171875
11,-4.2265625,-4.015625,-3.67578125,-4.5,-4.65234375,-7.59375
12,-4.22265625,-2.216796875,-3.806640625,-4.43359375,-4.7265625,-5.73046875
13,-3.9453125,-4.1171875,-4.9375,-7.984375,-7.80078125,-7.2890625
14,-3.033203125,-3.3359375,-3.828125,-3.318359375,-3.521484375,-3.046875
15,-4.140625,-7.44921875,-6.8515625,-7.48046875,-8.5703125,-7.1875
16,-3.341796875,-3.083984375,-4.6953125,-5.12890625,-5.15625,-5.40234375
17,-4.21484375,-3.955078125,-3.3046875,-4.671875,-4.68359375,-4.9140625
18,-3.873046875,-4.1484375,-4.515625,-4.75390625,-5.86328125,-5.13671875
19,-3.447265625,-3.42578125,-2.302734375,-4.8671875,-4.44140625,-4.0
