,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-3.58203125,-3.009765625,-2.556640625,-3.8125,-4.57421875,-5.14453125
1,-3.197265625,-2.912109375,-3.6875,-4.65625,-4.65625,-4.703125
2,-3.83203125,-2.62890625,-4.2421875,-4.75390625,-5.16015625,-7.46484375
3,-3.70703125,-3.23046875,-2.125,-2.91015625,-4.0,-4.39453125
4,-3.51953125,-3.58984375,-4.046875,-6.578125,-6.51953125,-6.7265625
5,-3.15234375,-2.455078125,-2.51953125,-4.28125,-4.28125,-3.990234375
6,-3.77734375,-2.517578125,-3.978515625,-5.2109375,-5.2109375,-5.02734375
7,-4.1796875,-3.28515625,-4.13671875,-3.037109375,-3.263671875,-2.146484375
8,-3.341796875,-2.08984375,-3.51953125,-4.85546875,-4.7421875,-5.03125
9,-3.978515625,-2.767578125,-3.791015625,-4.85546875,-4.796875,-4.765625
10,-4.0859375,-3.16015625,-3.412109375,-3.40625,-4.6640625,-5.51171875
11,-3.71484375,-3.357421875,-3.166015625,-3.6953125,-4.015625,-7.59375
12,-3.560546875,-1.9130859375,-3.298828125,-3.76171875,-4.46484375,-5.73046875
13,-3.279296875,-2.416015625,-3.853515625,-7.7265625,-7.66796875,-7.2890625
14,-3.892578125,-3.587890625,-2.9375,-2.595703125,-3.38671875,-3.046875
15,-3.48828125,-6.640625,-6.21875,-6.79296875,-7.8984375,-7.1875
16,-3.08984375,-2.884765625,-4.0,-4.75390625,-4.9609375,-5.40234375
17,-3.513671875,-3.109375,-2.662109375,-4.75,-4.1875,-4.9140625
18,-3.568359375,-4.38671875,-3.349609375,-3.80859375,-5.234375,-5.13671875
19,-3.751953125,-3.052734375,-1.876953125,-4.2265625,-4.44140625,-4.0
