,elephant,dolphin,panda,lion,kangaroo,penguin,giraffe,chimpanzee,koala,orangutan
000,-4.41513204574585,-1.8291945457458496,-6.14950704574585,-8.360445022583008,-7.634006134918309,-6.977730378508568,-7.196471210321761,-6.6651506422222155,-7.446480746169982,-8.142737256363034
001,-3.9289231300354004,-1.65548574924469,-6.0070481300354,-7.8664231300354,-7.50717019289732,-6.511439576745033,-6.897739408203051,-6.17112410059417,-7.311825509801565,-7.814268551766872
002,-4.089816570281982,-1.6445043087005615,-6.019504070281982,-8.36325454711914,-7.668001411555451,-7.145151697099209,-7.29297780925117,-6.59763765331445,-7.207047699928808,-7.7585617788136005
003,-3.5595216751098633,-1.2548341751098633,-5.465771675109863,-7.856396675109863,-7.61442420554522,-6.541346587240696,-6.731474634943879,-6.739232301444645,-6.653460603978601,-7.60796651430428
004,-4.408749580383301,-1.8774998188018799,-6.033749580383301,-8.2368745803833,-7.541691414095112,-6.4178953766822815,-7.190096969628939,-6.5337649582634185,-7.033846135243948,-7.800118509680033
005,-3.4659996032714844,-1.1534994840621948,-5.348812103271484,-7.090999603271484,-7.036587319656974,-6.0907419472932816,-6.348904605401913,-6.395717858795251,-6.356790290461504,-7.424822377040982
006,-4.162802696228027,-1.7487399578094482,-6.061240196228027,-8.186240196228027,-7.545750728007988,-6.724704712629318,-7.155073043250013,-6.475321173496923,-7.209782594902208,-7.951549559831619
007,-6.128462791442871,-3.722212791442871,-8.690962791442871,-4.651900291442871,-11.211134347890038,-6.848866581916809,-10.695339449855965,-6.620681762200547,-10.800622541893972,-9.352265119552612
008,-4.732703685760498,-2.459266424179077,-6.271766185760498,-8.779579162597656,-7.826554293336812,-6.825496174395084,-7.50620078862994,-6.928030967603263,-7.467165108762856,-8.15369200706482
009,-4.431159973144531,-1.9155347347259521,-6.173347473144531,-8.540534973144531,-7.626587980274053,-6.84650494158268,-7.306220648832095,-6.681173443703301,-7.228120323350595,-8.091445805504918
010,-4.475068092346191,-1.9047554731369019,-6.334443092346191,-8.475068092346191,-7.740797037440643,-6.9354894161224365,-7.389182447041094,-6.686019778150694,-7.50638210568286,-8.118811398744583
011,-4.410333633422852,-1.9572088718414307,-6.441583633422852,-8.777521133422852,-7.98078583694587,-6.855192378163338,-7.636969563645835,-6.769724011302969,-7.45730721464497,-8.206064915284514
012,-3.2825655937194824,-1.2356904745101929,-5.399753093719482,-6.985690593719482,-6.626631925144466,-5.835371915251017,-6.063966739675379,-6.290412306199869,-6.329726416734047,-7.248786311596632
013,-4.312826156616211,-1.883138656616211,-5.961263656616211,-8.140951156616211,-7.102063998114318,-6.172190926969051,-6.601969715644373,-6.172225475014784,-6.859822861893917,-7.725508717820048
014,-4.182774543762207,-1.760899543762207,-6.151524543762207,-8.315587043762207,-7.659465543125407,-6.990462511777878,-7.198463080298097,-6.66716396798256,-7.346911308392009,-8.033752990886569
015,-4.286294937133789,-1.864419937133789,-6.137857437133789,-8.153482437133789,-7.388005364919081,-6.683486856520176,-6.903555748162034,-6.575372934221377,-7.231707210332388,-8.027502968907356
016,-4.365375518798828,-1.9747503995895386,-6.123188018798828,-7.693500518798828,-7.521841025969479,-6.518745720386505,-6.732667440686782,-6.310711621959854,-7.092089760713861,-7.772217724472284
017,-4.1443915367126465,-1.730329155921936,-6.0740790367126465,-8.050642013549805,-7.347616905899486,-6.7734896540641785,-6.956949351548246,-6.503780364894737,-7.144460675706796,-7.921099776402116
