,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-1.384765625,-2.2265625,-1.916015625,-4.85546875,-6.73828125,-7.66015625
1,-1.2998046875,-2.552734375,-5.86328125,-7.8828125,-7.8359375,-7.9609375
2,-1.2939453125,-2.349609375,-4.0234375,-5.640625,-7.6953125,-6.91796875
3,-1.2685546875,-3.1484375,-3.791015625,-6.875,-7.98046875,-7.8125
4,-1.3662109375,-6.6640625,-8.7578125,-8.78125,-8.78125,-8.46875
5,-1.2412109375,-2.8828125,-3.47265625,-4.31640625,-6.56640625,-3.896484375
6,-1.26171875,-3.796875,-5.54296875,-7.30078125,-7.2265625,-7.37890625
7,-1.3828125,-2.083984375,-2.5234375,-6.12890625,-7.265625,-7.37890625
8,-1.34765625,-2.076171875,-2.20703125,-4.359375,-4.921875,-6.08203125
9,-1.5966796875,-6.7265625,-7.58203125,-7.65234375,-6.7734375,-7.0
10,-1.68359375,-2.994140625,-5.7890625,-7.2265625,-7.8125,-6.453125
11,-1.341796875,-2.54296875,-4.47265625,-6.2109375,-7.390625,-6.34765625
12,-1.48046875,-6.12890625,-4.46484375,-5.8359375,-3.958984375,-2.556640625
13,-1.34375,-6.20703125,-7.31640625,-8.65625,-7.41015625,-6.875
14,-1.2412109375,-2.970703125,-2.4140625,-3.8984375,-4.46484375,-6.00390625
15,-1.2314453125,-2.89453125,-3.193359375,-5.8515625,-7.0859375,-7.1015625
16,-1.4873046875,-1.8408203125,-2.37890625,-5.6875,-6.79296875,-7.75
17,-1.345703125,-2.732421875,-3.40625,-5.8046875,-6.00390625,-7.08984375
18,-1.564453125,-5.85546875,-6.52734375,-7.6171875,-7.984375,-8.0
19,-1.388671875,-5.46875,-1.6884765625,-2.146484375,-3.115234375,-7.30078125
