,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-1.2236328125,-3.5546875,-3.33984375,-4.53125,-6.984375,-7.66015625
1,-1.67578125,-3.435546875,-5.2890625,-7.8515625,-7.96484375,-7.9609375
2,-1.7197265625,-1.9140625,-3.927734375,-6.33984375,-7.66015625,-6.91796875
3,-2.109375,-2.91796875,-4.671875,-6.6796875,-7.46875,-7.8125
4,-1.6298828125,-8.046875,-9.234375,-8.96875,-8.7109375,-8.46875
5,-1.578125,-2.94921875,-3.75390625,-4.6328125,-6.375,-3.896484375
6,-1.484375,-3.876953125,-6.21484375,-7.47265625,-7.43359375,-7.37890625
7,-1.8173828125,-2.056640625,-3.333984375,-6.9609375,-7.51953125,-7.37890625
8,-1.5439453125,-1.45703125,-2.67578125,-3.927734375,-4.62890625,-6.08203125
9,-1.8564453125,-7.5078125,-7.80078125,-7.73828125,-7.140625,-7.0
10,-1.79296875,-4.37890625,-6.71875,-7.578125,-7.3203125,-6.453125
11,-2.5078125,-2.71875,-4.94921875,-6.6875,-7.17578125,-6.34765625
12,-1.591796875,-5.9375,-4.390625,-5.2109375,-4.24609375,-2.556640625
13,-2.283203125,-6.6875,-7.6953125,-8.125,-7.37109375,-6.875
14,-1.376953125,-3.927734375,-2.541015625,-3.263671875,-3.53125,-6.00390625
15,-3.064453125,-3.478515625,-4.328125,-6.59765625,-7.328125,-7.1015625
16,-2.294921875,-3.1640625,-3.337890625,-6.23828125,-6.5234375,-7.75
17,-1.3251953125,-2.16015625,-2.11328125,-6.24609375,-6.58203125,-7.08984375
18,-1.6630859375,-6.0078125,-6.8359375,-8.0078125,-7.4765625,-8.0
19,-2.685546875,-5.9921875,-2.875,-2.384765625,-3.189453125,-7.30078125
