,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,0.0,0.0,0.0,0.0416666666666666,0.0208333333333333,0.0260416666666666
1,0.0,0.0,0.0052083333333333,0.046875,0.078125,0.0260416666666666
2,0.015625,0.0052083333333333,0.0,0.1197916666666666,0.0520833333333333,0.0520833333333333
3,0.0,0.0,0.015625,0.0885416666666666,0.0416666666666666,0.03125
4,0.0,0.0,0.0104166666666666,0.0364583333333333,0.0052083333333333,0.0
5,0.0,0.0,0.0,0.0,0.0364583333333333,0.0364583333333333
6,0.0,0.0,0.0,0.015625,0.0260416666666666,0.0260416666666666
7,0.0,0.0,0.015625,0.0625,0.0416666666666666,0.0364583333333333
8,0.0,0.0,0.0,0.0052083333333333,0.0364583333333333,0.0677083333333333
9,0.0,0.0,0.0052083333333333,0.0,0.0052083333333333,0.0104166666666666
10,0.0,0.0,0.0,0.0416666666666666,0.1614583333333333,0.0885416666666666
11,0.0,0.0,0.03125,0.1354166666666666,0.09375,0.0625
12,0.0,0.0052083333333333,0.0,0.078125,0.1354166666666666,0.0833333333333333
13,0.0,0.0,0.078125,0.0989583333333333,0.0260416666666666,0.0416666666666666
14,0.0,0.1041666666666666,0.0260416666666666,0.0104166666666666,0.0052083333333333,0.0
15,0.0208333333333333,0.015625,0.0208333333333333,0.0,0.0677083333333333,0.0208333333333333
16,0.0,0.0989583333333333,0.0885416666666666,0.328125,0.3697916666666667,0.0104166666666666
17,0.0,0.015625,0.015625,0.0729166666666666,0.140625,0.0052083333333333
18,0.0,0.0,0.0,0.0,0.0,0.0104166666666666
19,0.0,0.0,0.0104166666666666,0.0364583333333333,0.0572916666666666,0.109375
