,agent0_penguin,agent1_penguin
0,0.4166666666666667,0.75
1,0.3333333333333333,0.75
2,0.2083333333333333,0.7916666666666666
3,0.375,0.8385416666666666
4,0.375,0.75
5,0.3333333333333333,0.75
6,0.1666666666666666,0.75
7,0.5,0.75
8,0.5833333333333334,0.5833333333333334
9,0.2083333333333333,0.2916666666666667
