,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-0.96435546875,-3.5625,-4.03125,-5.18359375,-5.296875,-5.39453125
1,-2.111328125,-5.25390625,-5.52734375,-5.41015625,-5.92578125,-6.640625
2,-1.41796875,-4.9296875,-5.8203125,-5.90234375,-6.60546875,-6.7265625
3,-0.666015625,-4.17578125,-5.28125,-4.48828125,-3.83984375,-5.3671875
4,-1.0244140625,-4.37890625,-5.71484375,-5.40234375,-5.73828125,-5.72265625
5,-0.96630859375,-3.517578125,-5.24609375,-5.1484375,-4.734375,-4.6328125
6,-2.291015625,-5.90234375,-6.73046875,-6.46875,-6.8125,-6.609375
7,-2.05078125,-4.51171875,-5.16796875,-5.890625,-5.04296875,-5.859375
8,-1.943359375,-4.78515625,-7.1875,-7.5390625,-7.50390625,-7.23828125
9,-1.83984375,-5.9375,-4.5703125,-6.07421875,-6.02734375,-6.38671875
10,-1.6103515625,-5.1328125,-5.01953125,-6.23828125,-6.6796875,-6.58203125
11,-1.8212890625,-5.5,-6.7578125,-6.86328125,-6.64453125,-7.078125
12,-1.171875,-4.171875,-5.3359375,-5.1796875,-5.328125,-5.53125
13,-1.5625,-5.80078125,-5.57421875,-6.02734375,-5.9453125,-6.60546875
14,-1.158203125,-6.55859375,-5.52734375,-6.671875,-6.42578125,-5.58984375
15,-1.115234375,-4.55078125,-5.68359375,-5.68359375,-5.73046875,-5.39453125
16,-1.7578125,-6.3671875,-6.2421875,-6.48046875,-6.5390625,-6.01953125
17,-1.115234375,-6.125,-5.08203125,-4.52734375,-6.47265625,-6.43359375
18,-0.7421875,-3.80859375,-4.14453125,-4.23828125,-6.078125,-6.375
19,-1.466796875,-4.53125,-6.25390625,-6.140625,-4.5859375,-4.29296875
