,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo
0,0.0208333333333333,0.0,0.0
1,0.0208333333333333,0.0416666666666666,0.125
2,0.0833333333333333,0.0208333333333333,0.0104166666666666
3,0.0416666666666666,0.0,0.0208333333333333
4,0.0416666666666666,0.0,0.0
5,0.0416666666666666,0.0,0.0520833333333333
6,0.0729166666666666,0.0,0.0208333333333333
7,0.1145833333333333,0.0729166666666666,0.0
8,0.03125,0.0416666666666666,0.0
9,0.0,0.0,0.0
