,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-0.7890625,-1.1259765625,-1.7861328125,-3.2578125,-1.587890625,-0.55126953125
1,-0.7919921875,-1.0546875,-3.55859375,-3.666015625,-3.875,-5.56640625
2,-0.361328125,-4.44140625,-4.8828125,-4.6015625,-4.4765625,-4.09375
3,-0.48583984375,-1.3271484375,-1.0380859375,-5.09375,-4.99609375,-4.7578125
4,-0.57861328125,-0.42724609375,-0.4130859375,-4.26171875,-4.5390625,-4.84375
5,-4.95703125,-0.76025390625,-1.04296875,-2.701171875,-3.138671875,-2.69921875
6,-0.58837890625,-2.953125,-4.25390625,-3.955078125,-4.41015625,-4.35546875
7,-1.015625,-2.099609375,-1.75390625,-2.701171875,-4.26953125,-5.04296875
8,-0.86669921875,-0.751953125,-1.6962890625,-1.595703125,-0.7197265625,-0.85693359375
9,-0.95556640625,-0.5263671875,-1.9111328125,-3.65625,-3.66015625,-3.79296875
10,-0.437744140625,-3.685546875,-4.4609375,-4.4609375,-4.30078125,-4.19140625
11,-1.974609375,-1.6171875,-0.9951171875,-1.8857421875,-2.099609375,-2.94140625
12,-0.41259765625,-0.67822265625,-2.85546875,-4.07421875,-4.27734375,-3.681640625
13,-1.0625,-0.8720703125,-1.61328125,-5.52734375,-5.53515625,-5.7734375
14,-1.568359375,-1.9697265625,-2.18359375,-5.12890625,-5.12109375,-5.55859375
15,-0.548828125,-0.61181640625,-4.62890625,-4.92578125,-5.046875,-5.56640625
16,-1.2255859375,-1.33984375,-1.6162109375,-3.55078125,-2.619140625,-3.337890625
17,-0.81298828125,-1.4580078125,-1.4072265625,-3.412109375,-5.06640625,-5.47265625
18,-1.744140625,-2.765625,-2.724609375,-1.7109375,-2.62109375,-4.2890625
19,-0.6494140625,-1.158203125,-3.365234375,-4.578125,-4.390625,-3.9375
