,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-1.2529296875,-0.99072265625,-2.19921875,-4.23046875,-1.6064453125,-0.55126953125
1,-0.93896484375,-1.1142578125,-3.015625,-3.666015625,-3.74609375,-5.56640625
2,-0.62109375,-3.658203125,-4.6015625,-4.64453125,-4.72265625,-4.09375
3,-0.54931640625,-1.43359375,-1.015625,-5.03125,-4.51171875,-4.7578125
4,-0.7275390625,-0.62109375,-0.4931640625,-4.87109375,-4.54296875,-4.84375
5,-1.0126953125,-0.73486328125,-1.7822265625,-3.046875,-3.193359375,-2.69921875
6,-0.328125,-3.07421875,-4.37109375,-3.35546875,-4.484375,-4.35546875
7,-1.4404296875,-2.73046875,-2.2109375,-1.4990234375,-4.31640625,-5.04296875
8,-0.7890625,-1.2236328125,-2.01953125,-2.1796875,-1.37890625,-0.85693359375
9,-0.69189453125,-0.39794921875,-1.48828125,-3.6953125,-3.91015625,-3.79296875
10,-0.88720703125,-3.35546875,-4.5390625,-4.5390625,-4.5390625,-4.19140625
11,-1.3525390625,-2.94921875,-1.8115234375,-1.1396484375,-1.6708984375,-2.94140625
12,-0.5517578125,-1.177734375,-2.998046875,-3.92578125,-3.921875,-3.681640625
13,-0.97802734375,-0.9658203125,-1.671875,-4.90625,-5.39453125,-5.7734375
14,-1.9541015625,-2.619140625,-1.1123046875,-5.84765625,-5.55078125,-5.55859375
15,-0.62158203125,-0.50146484375,-4.1484375,-5.34765625,-5.65625,-5.56640625
16,-0.75244140625,-0.990234375,-1.6298828125,-3.6953125,-2.064453125,-3.337890625
17,-0.68603515625,-2.423828125,-2.43359375,-3.689453125,-5.921875,-5.47265625
18,-1.2939453125,-3.20703125,-3.939453125,-2.06640625,-3.005859375,-4.2890625
19,-0.640625,-1.49609375,-3.162109375,-4.26953125,-4.28125,-3.9375
