,elephant,kangaroo,koala,dolphin,penguin,orangutan,panda,giraffe,lion,chimpanzee
base,-6.521697998046875,-12.826075553894043,-11.376903533935547,-4.329502105712891,-11.682827949523926,-8.676097869873047,-10.144241333007812,-9.894869804382324,-11.807483673095703,-7.7017621994018555
