,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-2.021484375,-2.71875,-6.2890625,-7.60546875,-8.578125,-7.953125
1,-1.5078125,-3.125,-6.54296875,-6.53515625,-7.59765625,-7.3515625
2,-1.7548828125,-1.650390625,-4.52734375,-7.5234375,-7.41015625,-8.4375
3,-2.05859375,-3.126953125,-2.716796875,-3.515625,-6.328125,-7.69140625
4,-2.203125,-2.73046875,-3.1953125,-6.6796875,-3.73046875,-6.56640625
5,-2.044921875,-1.9833984375,-3.455078125,-8.1640625,-7.4140625,-8.8046875
6,-2.19140625,-4.65625,-6.796875,-7.59765625,-7.59765625,-7.6171875
7,-2.130859375,-6.19140625,-7.3828125,-8.078125,-8.078125,-8.1640625
8,-2.26953125,-3.794921875,-3.83984375,-5.1328125,-4.95703125,-5.7734375
9,-1.947265625,-2.892578125,-2.71875,-1.73046875,-2.892578125,-5.375
10,-2.357421875,-2.724609375,-3.69921875,-6.02734375,-6.5546875,-8.1640625
11,-2.25390625,-3.154296875,-5.8515625,-5.65625,-6.5390625,-5.9140625
12,-2.091796875,-1.6142578125,-6.65625,-6.96484375,-7.20703125,-7.8828125
13,-2.068359375,-2.982421875,-4.796875,-3.080078125,-6.6484375,-7.34375
14,-2.830078125,-3.166015625,-5.4453125,-7.22265625,-7.31640625,-7.9765625
15,-2.259765625,-3.375,-7.79296875,-6.71484375,-7.6171875,-4.34765625
16,-2.416015625,-2.71484375,-2.990234375,-6.4140625,-8.296875,-7.8125
17,-2.26953125,-4.3828125,-4.45703125,-6.0859375,-7.453125,-7.29296875
18,-1.861328125,-1.9521484375,-5.75,-7.18359375,-5.98046875,-8.0703125
19,-2.046875,-2.9296875,-3.8984375,-6.5234375,-7.1328125,-7.125
