,agent0_elephant,agent1_elephant,agent2_elephant
0,0.3611111111111111,0.1111111111111111,0.1666666666666666
1,0.0972222222222222,0.0694444444444444,0.0138888888888888
2,0.1805555555555555,0.1388888888888889,0.0972222222222222
3,0.1666666666666666,0.3055555555555556,0.0277777777777777
4,0.2083333333333333,0.2361111111111111,0.0972222222222222
5,0.2222222222222222,0.2361111111111111,0.0277777777777777
6,0.1111111111111111,0.2083333333333333,0.0555555555555555
7,0.3333333333333333,0.1944444444444444,0.1388888888888889
8,0.125,0.2361111111111111,0.0555555555555555
9,0.2361111111111111,0.0833333333333333,0.013888888888888888
