,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-1.2607421875,-1.150390625,-2.294921875,-1.966796875,-2.263671875,-2.33203125
1,-0.44140625,-1.3779296875,-1.779296875,-1.31640625,-2.26953125,-2.091796875
2,-1.212890625,-1.943359375,-0.951171875,-2.611328125,-2.525390625,-2.404296875
3,-1.263671875,-1.1025390625,-2.619140625,-3.953125,-3.517578125,-4.40625
4,-1.30078125,-2.80078125,-2.845703125,-2.779296875,-2.521484375,-2.662109375
5,-1.4375,-2.318359375,-2.56640625,-2.609375,-2.591796875,-2.484375
6,-1.0849609375,-1.873046875,-1.458984375,-2.150390625,-2.66015625,-2.50390625
7,-1.3466796875,-1.482421875,-1.689453125,-2.02734375,-2.4375,-2.6953125
8,-0.88916015625,-0.76611328125,-1.046875,-1.517578125,-2.060546875,-2.326171875
9,-1.0224609375,-1.7685546875,-1.25,-1.9072265625,-2.01953125,-2.07421875
10,-1.5205078125,-1.2890625,-1.998046875,-2.19921875,-2.126953125,-2.09765625
11,-1.21875,-1.0029296875,-1.25390625,-2.826171875,-2.62109375,-2.755859375
12,-1.2001953125,-0.64306640625,-0.40576171875,-1.4951171875,-1.8857421875,-2.5703125
13,-1.3935546875,-1.8984375,-1.5400390625,-2.07421875,-2.60546875,-2.63671875
14,-1.21875,-1.2490234375,-0.56494140625,-1.583984375,-2.32421875,-1.994140625
15,-1.080078125,-2.08984375,-2.408203125,-2.1875,-1.775390625,-2.607421875
16,-1.0830078125,-0.88427734375,-1.23046875,-2.259765625,-2.23828125,-2.181640625
17,-1.0927734375,-0.51416015625,-2.228515625,-1.9873046875,-2.58203125,-2.88671875
18,-1.2626953125,-0.98974609375,-1.4755859375,-2.4921875,-2.150390625,-2.74609375
19,-1.07421875,-1.7880859375,-1.505859375,-1.9267578125,-1.994140625,-2.177734375
