,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-1.9111328125,-4.71484375,-5.08984375,-4.859375,-8.8828125,-8.3828125
1,-2.248046875,-5.5859375,-7.1171875,-9.796875,-10.1953125,-9.5390625
2,-2.24609375,-6.30859375,-4.84375,-8.8046875,-8.7109375,-8.390625
3,-1.583984375,-6.82421875,-7.953125,-9.671875,-9.9375,-8.40625
4,-1.7177734375,-4.2578125,-3.517578125,-8.109375,-8.71875,-7.37109375
5,-2.228515625,-4.21875,-5.38671875,-5.09765625,-7.1015625,-6.921875
6,-2.22265625,-4.87890625,-9.1953125,-10.0234375,-10.046875,-8.734375
7,-1.7412109375,-5.18359375,-9.1796875,-8.9375,-8.28125,-7.71875
8,-2.568359375,-5.2734375,-8.3828125,-8.3203125,-8.59375,-3.150390625
9,-2.115234375,-4.9375,-7.9609375,-8.4140625,-8.90625,-9.078125
10,-1.630859375,-3.447265625,-9.640625,-8.9921875,-9.6484375,-7.5234375
11,-1.8662109375,-5.046875,-5.05078125,-6.90625,-9.1953125,-8.71875
12,-1.841796875,-2.63671875,-4.71484375,-7.671875,-8.6328125,-8.78125
13,-1.81640625,-8.796875,-7.9765625,-8.1953125,-7.80859375,-5.796875
14,-2.7890625,-8.3359375,-6.87109375,-10.5703125,-11.453125,-10.671875
15,-2.08203125,-4.5625,-5.19140625,-7.83203125,-8.8984375,-7.9140625
16,-1.6650390625,-0.83544921875,-6.24609375,-6.99609375,-7.23046875,-5.734375
17,-1.7783203125,-5.01953125,-3.677734375,-9.5,-10.1015625,-10.3515625
18,-2.50390625,-4.4375,-4.5625,-6.29296875,-8.6875,-8.9140625
19,-2.455078125,-5.3359375,-7.38671875,-4.0703125,-6.05859375,-8.0546875
