,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-0.335693359375,-0.2315673828125,-2.201171875,-1.2421875,-1.216796875,-0.33837890625
1,-0.51806640625,-0.8115234375,-1.306640625,-1.4814453125,-1.228515625,-1.216796875
2,-0.40869140625,-0.462158203125,-0.328857421875,-0.328857421875,-0.328857421875,-0.27392578125
3,-0.462890625,-0.935546875,-0.2469482421875,-0.1802978515625,-0.296875,-0.44384765625
4,-0.568359375,-0.5615234375,-0.400390625,-0.49853515625,-0.1368408203125,-0.1422119140625
5,-0.290771484375,-0.82177734375,-0.1356201171875,-0.1534423828125,-0.1551513671875,-0.28466796875
6,-0.42919921875,-1.779296875,-0.89501953125,-0.6103515625,-0.71044921875,-1.0615234375
7,-0.6396484375,-0.39306640625,-0.38427734375,-0.402587890625,-0.4404296875,-0.370361328125
8,-0.45458984375,-0.572265625,-0.2130126953125,-0.1317138671875,-0.1424560546875,-0.1763916015625
9,-0.52392578125,-0.75,-0.60009765625,-0.1358642578125,-0.1641845703125,-0.2039794921875
10,-0.47119140625,-0.9853515625,-0.63232421875,-1.8466796875,-5.43359375,-0.1788330078125
11,-0.59521484375,-1.59375,-0.5556640625,-0.427978515625,-0.427978515625,-0.63916015625
12,-0.373291015625,-1.6552734375,-0.73828125,-0.431884765625,-0.431884765625,-0.41796875
13,-0.403564453125,-2.271484375,-1.0849609375,-0.3759765625,-0.60009765625,-0.418212890625
14,-0.6484375,-0.1583251953125,-0.196044921875,-0.0804443359375,-0.1328125,-0.186767578125
15,-0.43212890625,-0.603515625,-0.5400390625,-0.2666015625,-0.1600341796875,-0.2047119140625
16,-0.53759765625,-0.57177734375,-0.40576171875,-0.2249755859375,-0.68359375,-0.233642578125
17,-0.59521484375,-1.0966796875,-0.87646484375,-0.327880859375,-0.19970703125,-0.3349609375
18,-0.53857421875,-0.32958984375,-0.083251953125,-0.235595703125,-0.74072265625,-0.460693359375
19,-0.428466796875,-0.223876953125,-0.1929931640625,-0.2222900390625,-0.2166748046875,-0.12445068359375
