,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-2.216796875,-4.25390625,-6.23046875,-4.37890625,-7.29296875,-6.65625
1,-2.84765625,-3.7734375,-6.1875,-7.21484375,-7.80859375,-8.15625
2,-2.765625,-4.5859375,-6.48828125,-7.34375,-7.21875,-7.56640625
3,-2.560546875,-5.44140625,-5.0703125,-6.02734375,-7.40234375,-7.63671875
4,-2.828125,-3.513671875,-2.857421875,-3.384765625,-6.90234375,-6.24609375
5,-3.384765625,-3.126953125,-4.3125,-2.83984375,-6.79296875,-6.88671875
6,-2.669921875,-4.53515625,-2.58203125,-3.34765625,-7.6171875,-7.1328125
7,-2.349609375,-5.12109375,-7.09375,-7.51953125,-7.8125,-8.671875
8,-2.65625,-4.2109375,-4.734375,-4.72265625,-6.9765625,-6.32421875
9,-2.05859375,-3.603515625,-5.54296875,-4.68359375,-7.5390625,-8.1875
10,-2.912109375,-7.4765625,-9.0078125,-9.0078125,-9.0078125,-8.4765625
11,-2.33203125,-5.18359375,-6.79296875,-7.6640625,-6.4609375,-9.5078125
12,-2.505859375,-4.796875,-4.01953125,-5.5390625,-7.5703125,-8.203125
13,-3.44921875,-6.01171875,-7.96484375,-7.96484375,-7.96484375,-7.4765625
14,-2.55078125,-3.45703125,-3.69140625,-5.7109375,-6.265625,-6.09375
15,-2.416015625,-5.62890625,-6.328125,-7.3671875,-7.3046875,-7.359375
16,-2.75390625,-7.5625,-7.1796875,-7.9921875,-7.76953125,-6.0625
17,-2.865234375,-5.60546875,-4.8984375,-4.8984375,-6.97265625,-9.296875
18,-2.951171875,-4.359375,-6.44921875,-6.78125,-6.26953125,-7.09765625
19,-3.076171875,-7.0625,-6.765625,-7.78125,-6.41796875,-6.359375
