,agent0_elephant,agent1_elephant,agent2_elephant
0,0.5833333333333334,0.1041666666666666,0.0104166666666666
1,0.4479166666666667,0.125,0.0729166666666666
2,0.4791666666666667,0.6770833333333334,0.4479166666666667
3,0.34375,0.40625,0.09375
4,0.2291666666666666,0.1041666666666666,0.09375
5,0.40625,0.3645833333333333,0.15625
6,0.4583333333333333,0.1354166666666666,0.0104166666666666
7,0.5520833333333334,0.3333333333333333,0.2604166666666667
8,0.1979166666666666,0.125,0.0208333333333333
9,0.3020833333333333,0.2395833333333333,0.052083333333333336
