,agent0_elephant,agent1_elephant,agent2_elephant
0,0.3888888888888889,0.1805555555555555,0.1666666666666666
1,0.5,0.1527777777777778,0.1111111111111111
2,0.4166666666666667,0.0694444444444444,0.0416666666666666
3,0.4444444444444444,0.2083333333333333,0.1805555555555555
4,0.1944444444444444,0.2916666666666667,0.0138888888888888
5,0.2916666666666667,0.1944444444444444,0.0277777777777777
6,0.5833333333333334,0.375,0.0555555555555555
7,0.5972222222222222,0.3472222222222222,0.0
8,0.5,0.1388888888888889,0.1111111111111111
9,0.6527777777777778,0.4166666666666667,0.2361111111111111
