,elephant,dolphin,panda,lion,kangaroo,penguin,giraffe,chimpanzee,koala,orangutan
000,-3.368884563446045,-1.2673221826553345,-5.282947063446045,-7.275134563446045,-6.931747847353108,-6.274278145283461,-6.931478019163478,-6.329851746118948,-6.31438646906463,-7.089099671691656
001,-3.9947519302368164,-1.6822519302368164,-6.205689430236816,-8.361939430236816,-7.588572618849867,-6.925218865275383,-7.049472212253022,-6.518198966934506,-7.35416698375775,-7.760031435638666
002,-4.247334957122803,-1.8410848379135132,-6.192647457122803,-8.583271980285645,-7.411509626770567,-6.5847237855196,-6.973957536800299,-6.489539861528101,-7.106791492951743,-7.700914453715086
003,-4.447412490844727,-1.955224871635437,-6.392724990844727,-8.736474990844727,-7.611539004181395,-7.177497357130051,-7.189629792723281,-6.673987269326062,-7.42400836888919,-8.008271804079413
004,-3.5195741653442383,-1.1914491653442383,-5.480511665344238,-7.582074165344238,-7.4494386754668085,-6.216481685638428,-6.761829850729555,-6.472719549925387,-6.5196843086596346,-7.304406836628914
005,-3.50429105758667,-1.1996034383773804,-5.50429105758667,-7.48866605758667,-7.340410811986658,-6.111999981105328,-6.840286849230324,-6.410557865954615,-6.46533059552894,-7.340999163687229
006,-3.787057399749756,-1.2167450189590454,-5.365182399749756,-7.287057399749756,-6.881172352004796,-5.808348938822746,-6.740351066662697,-5.86523020153254,-6.287301748932805,-7.184080248698592
007,-6.122803688049316,-4.185303688049316,-9.224366188049316,-4.013428688049316,-11.486866407154594,-7.045061945915222,-10.795511494914535,-6.8259655230431235,-10.689551652700175,-9.76648648828268
008,-5.272461891174316,-2.2255868911743164,-6.413086891174316,-8.803711891174316,-8.249126429116586,-7.178558140993118,-8.170958278828039,-7.0302884577713485,-7.63972496700444,-8.294263930991292
009,-3.598630905151367,-1.3564434051513672,-5.200193405151367,-7.090818405151367,-6.94259164496907,-5.762111581861973,-6.700291747976735,-6.262720942118904,-6.200340021823649,-7.193971235305071
010,-4.493271350860596,-1.9776461124420166,-6.360458850860596,-8.915145874023438,-7.79803371149319,-6.992798998951912,-7.360489606384363,-6.6964068412235065,-7.618321536712756,-8.199831187725067
011,-4.425360202789307,-1.9878603219985962,-6.206610202789307,-8.823798179626465,-7.855156773337512,-6.891112841665745,-7.355108855284925,-6.730064630364723,-7.456684467419109,-8.130009390413761
012,-3.484052896499634,-1.4371778964996338,-5.749677658081055,-6.491865158081055,-6.570517877524253,-5.765265069901943,-5.812464434508001,-5.921607612053776,-6.195402894663857,-6.789064526557922
013,-4.599698066711426,-2.474698066711426,-6.623135566711426,-7.576260566711426,-7.19363151298603,-6.422037601470947,-6.771698705415474,-6.130974888441415,-6.865447990247048,-7.9389146864414215
014,-4.092044353485107,-1.8420443534851074,-6.396731853485107,-7.677981853485107,-7.022036267677322,-6.378337562084198,-6.599998106510611,-6.490516423582449,-6.998444665106945,-8.020926490426064
015,-3.4079360961914062,-1.1579360961914062,-5.548561096191406,-7.501686096191406,-7.540933711090474,-6.407710134983063,-6.657997367889038,-6.462650537127047,-6.587763299714425,-7.405977610498667
016,-4.641712665557861,-2.0167129039764404,-6.532337665557861,-8.58702564239502,-7.78243386282702,-7.069354571402073,-7.19644856335799,-6.860474824831726,-7.493328689095506,-8.172318384051323
017,-3.4433369636535645,-1.162086844444275,-5.4042744636535645,-7.6152119636535645,-7.256075115452404,-6.1469283439219,-6.6309000233814,-6.5683621164971555,-6.482530942856101,-7.466882625594735
018,-3.8471717834472656,-1.5971717834472656,-6.245609283447266,-7.722171783447266,-7.277112332754768,-6.569836355745792,-6.847282880335115,-6.5112714760543895,-7.089485398915713,-7.80432291701436
019,-3.0654187202453613,-1.2451061010360718,-5.120106220245361,-7.260731220245361,-6.745346040581353,-5.919834405183792,-6.002982375983265,-6.667009353241156,-5.893711791213718,-7.350066466256976
020,-3.587325096130371,-1.235762596130371,-5.259200096130371,-7.860762596130371,-7.384355532965856,-6.086302448064089,-6.806121944282495,-6.649848818497048,-6.353077880325145,-7.473572324961424
021,-3.2343740463256836,-1.1953115463256836,-5.390624046325684,-6.851561546325684,-7.2973624467267655,-5.772099010646343,-6.257956136745634,-5.89065885483069,-6.008172685251338,-7.096915021538734
022,-4.189754962921143,-1.916317343711853,-6.533504962921143,-8.424129486083984,-7.486717458712519,-6.924565106630325,-7.0882257217599545,-6.494454502986628,-7.408562658551091,-7.9561475198715925
023,-4.1550774574279785,-2.1472649574279785,-6.1472649574279785,-8.67070198059082,-7.248894808406476,-6.595397539436817,-6.811361550702713,-6.670713663038441,-7.100448845081701,-7.961980819702148
024,-3.457570791244507,-1.4106957912445068,-5.348196029663086,-7.324758529663086,-6.700042326701805,-5.733708940446377,-6.23116968764225,-6.262286066630622,-5.903123945900006,-7.273216780275106
025,-4.099205493927002,-1.7085802555084229,-6.052330493927002,-8.763267517089844,-7.404009693011176,-6.569908685982227,-7.06799936198513,-6.614842653200867,-7.224275705731998,-7.933259295299649
026,-4.018625259399414,-1.6123751401901245,-6.229562759399414,-8.206125259399414,-7.5968732758192345,-6.656518191099167,-7.0186791405467375,-6.370203852524355,-7.206206437629589,-7.812935108318925
027,-3.5932986736297607,-1.3432986736297607,-5.28861141204834,-7.81986141204834,-7.187461052817525,-5.994871981441975,-6.515313258001697,-6.202706574858894,-6.288908795017051,-7.3693559523671865
028,-4.85308837890625,-1.97027587890625,-6.25152587890625,-8.84527587890625,-7.8531789738626685,-7.0560474544763565,-7.4234489190967,-6.884351730257549,-7.360952375995112,-7.902937887236476
029,-4.011152744293213,-1.8080275058746338,-6.190840244293213,-8.237714767456055,-7.370648138428805,-6.943556219339371,-6.698705552615138,-6.43304061881372,-7.151824354037672,-7.545257540419698
030,-4.3685994148254395,-1.8998494148254395,-6.1342244148254395,-8.837348937988281,-7.696788189758081,-7.229411289095879,-7.235816478292691,-6.727984070731509,-7.532704233228287,-7.9685868211090565
031,-4.3565754890441895,-1.8331379890441895,-6.3175129890441895,-8.848762512207031,-7.7004405193947605,-7.0405203551054,-7.21599817162496,-6.5284655093018955,-7.434771058455226,-7.844989946112037
032,-4.176009178161621,-1.926009178161621,-6.379134178161621,-7.910384178161621,-7.2386839237151435,-6.673597723245621,-6.730764863546938,-6.394778847501584,-7.137065761147824,-7.8970732148736715
033,-3.4502382278442383,-1.2236757278442383,-5.364300727844238,-8.129925727844238,-7.551985127618536,-6.466018062084913,-7.004979132179869,-6.825255036212184,-6.606637347547803,-7.664519224315882
034,-4.388240814208984,-1.9976158142089844,-6.177303314208984,-8.310115814208984,-6.997726553505345,-6.4905257895588875,-6.872681615568581,-6.192942500013487,-6.747687337221578,-7.434099394828081
035,-4.140132904052734,-1.7807576656341553,-6.343257904052734,-8.015132904052734,-7.01526819744322,-6.661251172423363,-6.663630602932244,-6.210463523701037,-7.062085744692013,-7.73472154699266
036,-3.9779305458068848,-1.6419930458068848,-6.157618045806885,-8.188867568969727,-7.368689885654021,-6.765242666006088,-6.962364671868272,-6.540451168801155,-7.149874804003048,-7.88113091699779
037,-3.598879098892212,-1.161379098892212,-5.614503860473633,-7.887941360473633,-7.3021981527417665,-6.256045408546925,-6.66144382742641,-6.411403536492799,-6.622467863999191,-7.509723614901304
038,-3.3941097259521484,-1.2378597259521484,-5.339422225952148,-7.792547225952148,-7.206813314696774,-6.189022578299046,-6.628570076158212,-6.526947855620165,-6.0974180530320155,-7.215995931997895
039,-4.210113048553467,-1.7726131677627563,-6.131988048553467,-7.421050548553467,-7.022750129835913,-6.435639336705208,-6.5851726514229085,-6.288253545641055,-6.835212821752066,-7.704620279371738
040,-4.53309965133667,-2.04872465133667,-6.11122465133667,-8.306536674499512,-7.6347639508894645,-6.740354731678963,-7.353478787110362,-6.501864671594376,-7.431617256770551,-7.766402196139097
