,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-0.8876953125,-1.6845703125,-1.873046875,-1.8681640625,-2.53125,-0.88330078125
1,-0.89013671875,-1.611328125,-0.998046875,-0.99853515625,-1.052734375,-2.22265625
2,-0.64794921875,-2.173828125,-1.8583984375,-1.9541015625,-1.4931640625,-2.21484375
3,-0.73095703125,-1.3896484375,-1.1513671875,-2.50390625,-3.267578125,-3.27734375
4,-0.919921875,-2.4765625,-4.8046875,-2.458984375,-2.75390625,-3.11328125
5,-0.8671875,-0.57275390625,-2.267578125,-2.205078125,-2.845703125,-1.8740234375
6,-1.001953125,-1.3193359375,-2.3984375,-2.53515625,-1.671875,-2.6328125
7,-1.2919921875,-1.712890625,-1.4609375,-3.23046875,-2.7421875,-3.42578125
8,-1.951171875,-3.365234375,-1.9716796875,-1.921875,-2.638671875,-2.60546875
9,-0.77197265625,-1.23828125,-1.62890625,-1.3134765625,-5.1640625,-3.68359375
10,-1.3720703125,-2.841796875,-2.30078125,-3.04296875,-2.36328125,-3.748046875
11,-0.98681640625,-1.1640625,-2.701171875,-2.794921875,-3.853515625,-2.796875
12,-1.021484375,-3.130859375,-3.00390625,-3.00390625,-3.00390625,-3.259765625
13,-1.08984375,-2.275390625,-3.18359375,-2.990234375,-2.962890625,-3.0234375
14,-1.2099609375,-1.4404296875,-1.5419921875,-2.95703125,-2.767578125,-2.6953125
15,-0.81201171875,-2.146484375,-2.40234375,-2.177734375,-2.59765625,-2.908203125
16,-0.81982421875,-1.5576171875,-2.873046875,-2.662109375,-2.857421875,-2.9375
17,-0.728515625,-1.7490234375,-3.482421875,-3.880859375,-3.337890625,-6.828125
18,-0.96435546875,-1.921875,-3.400390625,-2.7890625,-2.931640625,-2.69921875
19,-0.916015625,-1.8271484375,-2.4609375,-3.380859375,-2.6328125,-2.908203125
