,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-1.046875,-1.435546875,-2.01171875,-1.7138671875,-2.455078125,-0.88330078125
1,-1.166015625,-1.375,-1.046875,-1.0830078125,-1.05859375,-2.22265625
2,-1.091796875,-1.87109375,-1.845703125,-1.9150390625,-1.5751953125,-2.21484375
3,-1.2763671875,-2.228515625,-1.693359375,-2.95703125,-3.50390625,-3.27734375
4,-1.236328125,-2.263671875,-2.34765625,-2.65234375,-2.376953125,-3.11328125
5,-1.1689453125,-0.9326171875,-2.26171875,-1.966796875,-2.57421875,-1.8740234375
6,-0.6240234375,-1.083984375,-1.970703125,-2.103515625,-1.68359375,-2.6328125
7,-2.1953125,-1.9912109375,-1.296875,-2.7890625,-2.240234375,-3.42578125
8,-1.599609375,-2.966796875,-2.24609375,-1.9384765625,-2.169921875,-2.60546875
9,-0.93994140625,-1.5732421875,-1.4482421875,-1.5673828125,-3.091796875,-3.68359375
10,-1.9169921875,-2.130859375,-2.01171875,-2.95703125,-2.375,-3.748046875
11,-1.51953125,-1.4775390625,-2.65625,-2.32421875,-2.65625,-2.796875
12,-1.38671875,-2.248046875,-2.474609375,-2.3359375,-2.455078125,-3.259765625
13,-1.40625,-2.21484375,-2.701171875,-2.291015625,-2.736328125,-3.0234375
14,-1.185546875,-1.4140625,-1.6923828125,-2.4609375,-2.734375,-2.6953125
15,-0.9052734375,-2.78125,-2.484375,-2.13671875,-2.505859375,-2.908203125
16,-1.2900390625,-1.693359375,-2.95703125,-3.14453125,-2.640625,-2.9375
17,-7.58984375,-3.19140625,-4.484375,-4.74609375,-3.96484375,-6.828125
18,-1.0498046875,-2.173828125,-2.17578125,-2.62109375,-2.6015625,-2.69921875
19,-1.142578125,-1.4541015625,-2.80078125,-3.390625,-2.53125,-2.908203125
