,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,0.0416666666666666,0.0677083333333333,0.1354166666666666,0.0572916666666666,0.0416666666666666,0.0260416666666666
1,0.0208333333333333,0.03125,0.0052083333333333,0.0052083333333333,0.0104166666666666,0.0
2,0.0260416666666666,0.09375,0.0416666666666666,0.015625,0.015625,0.0208333333333333
3,0.046875,0.046875,0.0260416666666666,0.0260416666666666,0.046875,0.03125
4,0.015625,0.1354166666666666,0.0677083333333333,0.03125,0.0260416666666666,0.0
5,0.0364583333333333,0.1614583333333333,0.015625,0.0208333333333333,0.0052083333333333,0.0208333333333333
6,0.0520833333333333,0.0260416666666666,0.0,0.0,0.0,0.0
7,0.0208333333333333,0.0833333333333333,0.0104166666666666,0.0104166666666666,0.0208333333333333,0.046875
8,0.0416666666666666,0.0,0.0260416666666666,0.0052083333333333,0.0,0.015625
9,0.015625,0.0416666666666666,0.0052083333333333,0.0364583333333333,0.0052083333333333,0.0104166666666666
10,0.03125,0.0260416666666666,0.1041666666666666,0.1041666666666666,0.0,0.0364583333333333
11,0.0260416666666666,0.0364583333333333,0.0052083333333333,0.0,0.0520833333333333,0.0104166666666666
12,0.0260416666666666,0.0677083333333333,0.046875,0.0520833333333333,0.015625,0.015625
13,0.0625,0.078125,0.203125,0.0520833333333333,0.0,0.0208333333333333
14,0.0,0.1041666666666666,0.0520833333333333,0.1041666666666666,0.0208333333333333,0.015625
15,0.0104166666666666,0.0572916666666666,0.0520833333333333,0.03125,0.0364583333333333,0.0
16,0.0364583333333333,0.015625,0.0833333333333333,0.015625,0.03125,0.015625
17,0.0364583333333333,0.1875,0.015625,0.03125,0.015625,0.0
18,0.03125,0.1041666666666666,0.0520833333333333,0.015625,0.0,0.0104166666666666
19,0.0208333333333333,0.0104166666666666,0.03125,0.015625,0.0208333333333333,0.026041666666666668
