,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-0.80322265625,-1.083984375,-1.2861328125,-2.341796875,-2.326171875,-2.822265625
1,-0.99072265625,-1.078125,-1.98046875,-2.67578125,-2.099609375,-2.55078125
2,-0.86083984375,-1.755859375,-1.7041015625,-1.8955078125,-2.046875,-2.060546875
3,-0.728515625,-0.86572265625,-1.955078125,-2.12109375,-2.662109375,-2.5859375
4,-1.041015625,-1.2783203125,-2.232421875,-2.791015625,-2.916015625,-3.509765625
5,-0.83447265625,-1.0419921875,-1.53515625,-2.1796875,-2.466796875,-2.5390625
6,-0.45166015625,-0.779296875,-1.216796875,-0.460693359375,-1.09765625,-1.3125
7,-0.6806640625,-1.2119140625,-2.6640625,-3.041015625,-2.380859375,-2.66796875
8,-1.8916015625,-1.7568359375,-3.99609375,-3.248046875,-2.578125,-2.466796875
9,-0.371826171875,-0.77880859375,-0.38671875,-1.697265625,-1.75,-2.044921875
10,-1.2109375,-0.7978515625,-1.47265625,-4.19921875,-2.080078125,-2.515625
11,-0.65283203125,-1.248046875,-1.810546875,-2.322265625,-2.17578125,-2.2109375
12,-1.869140625,-2.15625,-2.318359375,-2.189453125,-2.3984375,-2.634765625
13,-0.8388671875,-0.6796875,-1.1904296875,-1.8349609375,-2.115234375,-2.21875
14,-1.4873046875,-0.75390625,-1.26953125,-2.18359375,-2.61328125,-2.3671875
15,-0.63720703125,-1.30859375,-1.681640625,-2.931640625,-2.90625,-3.638671875
16,-1.3193359375,-1.0986328125,-2.201171875,-1.8349609375,-2.23828125,-2.349609375
17,-0.884765625,-1.2861328125,-1.8779296875,-2.35546875,-2.09765625,-2.2734375
18,-0.77490234375,-1.94140625,-1.9951171875,-2.1015625,-2.677734375,-2.912109375
19,-0.63330078125,-0.78857421875,-0.810546875,-1.5390625,-1.119140625,-1.51953125
