,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-1.04296875,-0.88720703125,-1.732421875,-2.92578125,-2.58984375,-2.822265625
1,-1.1572265625,-1.037109375,-2.1328125,-2.75390625,-2.888671875,-2.55078125
2,-1.455078125,-2.107421875,-1.6767578125,-2.1953125,-1.931640625,-2.060546875
3,-0.96044921875,-0.70263671875,-2.064453125,-2.1953125,-2.8046875,-2.5859375
4,-1.2529296875,-1.412109375,-2.6484375,-2.44921875,-3.0625,-3.509765625
5,-0.849609375,-0.86572265625,-1.4443359375,-2.345703125,-2.33203125,-2.5390625
6,-1.0869140625,-1.0205078125,-1.509765625,-0.43798828125,-1.080078125,-1.3125
7,-1.431640625,-1.10546875,-2.234375,-2.81640625,-2.412109375,-2.66796875
8,-1.4326171875,-0.87158203125,-2.6640625,-2.763671875,-2.681640625,-2.466796875
9,-1.0185546875,-0.93505859375,-0.3857421875,-1.9560546875,-1.5888671875,-2.044921875
10,-1.6513671875,-0.8076171875,-1.0986328125,-3.5390625,-1.466796875,-2.515625
11,-0.97314453125,-1.0390625,-1.7626953125,-2.6640625,-2.6640625,-2.2109375
12,-1.0810546875,-2.216796875,-2.01953125,-2.111328125,-2.154296875,-2.634765625
13,-1.0625,-0.71484375,-1.171875,-1.8818359375,-2.41796875,-2.21875
14,-1.20703125,-1.1884765625,-1.669921875,-2.43359375,-3.025390625,-2.3671875
15,-0.7353515625,-1.267578125,-1.6201171875,-3.72265625,-3.5625,-3.638671875
16,-1.2099609375,-1.435546875,-2.345703125,-2.361328125,-2.798828125,-2.349609375
17,-0.869140625,-1.2041015625,-1.744140625,-2.318359375,-2.12890625,-2.2734375
18,-0.80859375,-2.224609375,-2.26171875,-2.267578125,-2.767578125,-2.912109375
19,-0.8125,-0.7314453125,-1.0087890625,-2.462890625,-1.37109375,-1.51953125
