,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-0.9892578125,-0.6806640625,-7.015625,-7.98828125,-8.3515625,-7.41796875
1,-0.46484375,-5.09765625,-0.45068359375,-5.25,-8.265625,-7.86328125
2,-0.73828125,-3.580078125,-5.46875,-8.796875,-9.546875,-7.6953125
3,-0.6201171875,-0.1597900390625,-0.5908203125,-3.34375,-9.125,-7.3671875
4,-0.7392578125,-0.11871337890625,-1.357421875,-0.865234375,-3.5859375,-6.80078125
5,-0.321533203125,-0.5634765625,-2.447265625,-7.96875,-8.2890625,-5.45703125
6,-0.40966796875,-5.21484375,-0.7431640625,-1.134765625,-3.009765625,-0.361083984375
7,-0.88720703125,-9.890625,-10.6796875,-10.515625,-10.4921875,-9.03125
8,-0.58203125,-3.96875,-10.890625,-10.2578125,-7.98046875,-7.5546875
9,-0.464599609375,-0.474609375,-4.7109375,-9.9140625,-10.6328125,-9.5625
10,-2.7109375,-7.3203125,-8.71875,-8.96875,-8.0078125,-5.96875
11,-0.39794921875,-0.68310546875,-5.41015625,-7.859375,-8.015625,-7.3046875
12,-1.25,-0.869140625,-4.01171875,-5.25,-7.35546875,-6.9140625
13,-0.5146484375,-0.415771484375,-1.2412109375,-1.7109375,-5.6328125,-3.17578125
14,-0.39892578125,-0.4228515625,-2.041015625,-9.1953125,-9.6015625,-8.0390625
15,-0.52734375,-0.70361328125,-7.01171875,-8.7734375,-9.6953125,-8.53125
16,-0.33349609375,-0.94677734375,-0.35498046875,-0.61181640625,-2.08984375,-7.203125
17,-0.267578125,-0.2080078125,-0.367919921875,-7.94921875,-8.2109375,-7.83984375
18,-0.2880859375,-0.1817626953125,-0.351318359375,-2.744140625,-1.4296875,-2.837890625
19,-0.6123046875,-0.08489990234375,-4.3671875,-3.455078125,-8.2421875,-6.33984375
