,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-1.109375,-5.7578125,-6.49609375,-8.7578125,-8.8515625,-7.66015625
1,-1.107421875,-4.86328125,-2.896484375,-6.58203125,-4.6328125,-2.80078125
2,-0.93701171875,-4.65234375,-5.828125,-7.63671875,-7.703125,-9.5078125
3,-0.6513671875,-8.5625,-9.71875,-9.71875,-9.71875,-9.5078125
4,-0.6982421875,-7.57421875,-9.6875,-10.21875,-10.3046875,-10.9375
5,-1.05078125,-3.404296875,-1.9130859375,-1.8125,-3.08984375,-0.8662109375
6,-0.92822265625,-2.802734375,-7.19140625,-10.1875,-8.703125,-8.5546875
7,-1.2783203125,-3.79296875,-3.017578125,-2.333984375,-7.18359375,-8.2109375
8,-1.1875,-3.87109375,-7.98046875,-9.2421875,-8.4921875,-9.7421875
9,-0.9599609375,-4.01171875,-6.1796875,-8.234375,-9.328125,-8.359375
10,-1.041015625,-7.8125,-9.0546875,-9.2265625,-9.0703125,-10.1640625
11,-0.9111328125,-4.71484375,-8.1484375,-7.08203125,-5.4453125,-5.828125
12,-0.88525390625,-2.642578125,-5.0390625,-8.8671875,-8.4765625,-7.15234375
13,-1.302734375,-3.2421875,-2.1484375,-5.59765625,-7.015625,-7.71875
14,-1.1982421875,-9.03125,-9.2421875,-9.8359375,-9.8359375,-9.4765625
15,-0.76318359375,-1.873046875,-4.1796875,-6.296875,-8.125,-8.4375
16,-0.92236328125,-3.4296875,-8.3515625,-8.1875,-8.8359375,-8.4765625
17,-0.76123046875,-1.2685546875,-0.93359375,-6.734375,-9.640625,-9.296875
18,-0.97021484375,-3.85546875,-8.0390625,-8.2109375,-9.4765625,-9.3046875
19,-1.0634765625,-3.3125,-4.31640625,-7.78515625,-8.78125,-8.5625
