,agent0_kangaroo,agent1_kangaroo
0,0.7916666666666666,0.046875
1,0.75,0.1041666666666666
2,0.75,0.1145833333333333
3,0.625,0.1145833333333333
4,0.8333333333333334,0.125
5,0.7083333333333334,0.1145833333333333
6,0.7916666666666666,0.0885416666666666
7,0.625,0.1145833333333333
8,0.25,0.078125
9,0.0833333333333333,0.0
