,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-2.083984375,-3.828125,-9.21875,-7.69140625,-9.34375,-6.6953125
1,-2.009765625,-3.98828125,-8.96875,-9.8203125,-10.5,-10.1484375
2,-1.37109375,-5.53515625,-8.8984375,-10.0625,-10.2734375,-8.953125
3,-1.8349609375,-4.796875,-5.44140625,-8.0078125,-9.171875,-7.78515625
4,-1.73046875,-4.0234375,-4.453125,-3.345703125,-10.0859375,-7.8984375
5,-2.779296875,-3.314453125,-5.1328125,-4.4375,-6.44140625,-6.37109375
6,-1.50390625,-4.015625,-1.904296875,-4.87890625,-8.5546875,-8.7578125
7,-1.6240234375,-6.2578125,-9.5546875,-9.140625,-9.5546875,-9.2578125
8,-3.005859375,-4.8671875,-4.35546875,-8.8515625,-10.09375,-8.6875
9,-1.904296875,-5.1171875,-6.37890625,-6.23046875,-10.3515625,-9.0390625
10,-2.064453125,-10.03125,-11.2265625,-11.09375,-10.8125,-8.8515625
11,-1.7841796875,-5.859375,-8.8203125,-8.6171875,-9.7890625,-8.890625
12,-2.046875,-5.046875,-3.4296875,-7.56640625,-9.5390625,-9.109375
13,-1.3603515625,-7.93359375,-9.1640625,-9.1640625,-8.6328125,-6.703125
14,-2.38671875,-2.56640625,-4.6015625,-7.703125,-8.5703125,-6.984375
15,-2.138671875,-3.8359375,-8.2890625,-8.953125,-8.8359375,-8.21875
16,-2.345703125,-8.6484375,-8.7109375,-8.453125,-7.50390625,-6.328125
17,-1.9052734375,-6.29296875,-5.453125,-6.70703125,-10.25,-8.96875
18,-1.7080078125,-4.58984375,-8.53125,-9.3203125,-8.9765625,-8.1796875
19,-2.751953125,-7.17578125,-9.359375,-9.9921875,-9.3046875,-8.328125
