,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-1.515625,-3.94140625,-7.3828125,-7.2109375,-8.5859375,-6.6953125
1,-1.4423828125,-3.712890625,-7.48046875,-9.28125,-10.5546875,-10.1484375
2,-1.330078125,-5.1015625,-7.16015625,-8.84375,-8.8359375,-8.953125
3,-1.1865234375,-5.08203125,-5.234375,-6.48046875,-8.4140625,-7.78515625
4,-1.2607421875,-3.4765625,-1.6708984375,-3.11328125,-8.2578125,-7.8984375
5,-1.85546875,-2.99609375,-5.0,-3.912109375,-6.12890625,-6.37109375
6,-1.140625,-3.56640625,-2.103515625,-2.91015625,-8.6640625,-8.7578125
7,-1.4599609375,-5.09765625,-7.7421875,-7.69921875,-8.0078125,-9.2578125
8,-1.6904296875,-4.14453125,-3.91015625,-7.79296875,-9.4140625,-8.6875
9,-2.03125,-2.494140625,-5.77734375,-5.02734375,-9.171875,-9.0390625
10,-1.8759765625,-8.140625,-10.140625,-10.140625,-10.140625,-8.8515625
11,-1.396484375,-4.18359375,-7.19921875,-8.625,-7.8828125,-8.890625
12,-1.7822265625,-4.56640625,-2.615234375,-5.7890625,-8.6328125,-9.109375
13,-1.5615234375,-6.52734375,-8.6953125,-8.6953125,-8.6953125,-6.703125
14,-2.5390625,-2.02734375,-3.185546875,-6.93359375,-7.921875,-6.984375
15,-1.7626953125,-4.95703125,-7.046875,-9.125,-8.90625,-8.21875
16,-1.5517578125,-7.7421875,-8.0078125,-7.8671875,-7.87890625,-6.328125
17,-1.3203125,-5.35546875,-4.11328125,-5.75,-9.6328125,-8.96875
18,-2.173828125,-4.15625,-7.64453125,-8.3125,-7.75390625,-8.1796875
19,-2.314453125,-7.3515625,-8.0,-9.9453125,-8.7265625,-8.328125
