,agent0_giraffe,agent1_giraffe,agent2_giraffe
0,0.0208333333333333,0.0,0.0104166666666666
1,0.0,0.0,0.0
2,0.0,0.0,0.0104166666666666
3,0.03125,0.0208333333333333,0.0
4,0.0104166666666666,0.0104166666666666,0.0
5,0.03125,0.0,0.0
6,0.0104166666666666,0.0,0.0
7,0.03125,0.03125,0.0
8,0.0104166666666666,0.0625,0.0104166666666666
9,0.0,0.0416666666666666,0.0
