,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-2.708984375,-6.96484375,-6.7421875,-6.99609375,-5.98828125,-6.95703125
1,-3.498046875,-5.0,-4.89453125,-5.68359375,-5.578125,-5.84375
2,-3.203125,-5.58203125,-5.83984375,-7.2734375,-7.25390625,-6.30078125
3,-2.5078125,-4.8125,-5.421875,-5.625,-5.765625,-6.70703125
4,-2.982421875,-5.80078125,-7.40234375,-7.07421875,-5.4609375,-6.5859375
5,-2.921875,-4.30859375,-5.91796875,-6.75,-6.28125,-6.24609375
6,-2.646484375,-7.19140625,-7.078125,-6.05078125,-6.640625,-6.1875
7,-3.6875,-6.37109375,-4.41796875,-4.8203125,-7.05078125,-7.37109375
8,-3.20703125,-5.41015625,-4.5390625,-6.6484375,-6.6875,-7.13671875
9,-3.01171875,-5.35546875,-5.53515625,-6.73046875,-5.57421875,-7.203125
10,-3.70703125,-6.02734375,-6.53125,-6.91796875,-6.5078125,-8.1015625
11,-2.8125,-4.5625,-4.97265625,-5.96875,-7.63671875,-7.1328125
12,-3.109375,-5.7109375,-5.640625,-6.546875,-6.18359375,-7.3203125
13,-2.8125,-4.00390625,-5.31640625,-5.7890625,-7.00390625,-6.51953125
14,-4.10546875,-4.46484375,-4.75390625,-5.69140625,-2.69921875,-3.970703125
15,-2.44921875,-4.515625,-6.59765625,-6.55078125,-7.46484375,-6.76953125
16,-3.068359375,-3.771484375,-4.20703125,-5.7578125,-5.5,-5.75
17,-3.439453125,-4.8125,-4.77734375,-4.3203125,-4.51171875,-3.65625
18,-3.056640625,-5.3671875,-6.328125,-7.046875,-7.6953125,-6.89453125
19,-3.158203125,-4.24609375,-5.734375,-4.96875,-6.4375,-6.515625
