,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-4.6640625,-7.6875,-7.92578125,-7.22265625,-6.921875,-6.95703125
1,-4.36328125,-5.0703125,-4.50390625,-6.08984375,-5.2734375,-5.84375
2,-3.5234375,-6.00390625,-5.8671875,-6.9609375,-6.87109375,-6.30078125
3,-3.01953125,-4.8828125,-5.55859375,-6.21875,-6.4140625,-6.70703125
4,-4.390625,-4.828125,-6.6484375,-6.92578125,-6.34375,-6.5859375
5,-3.173828125,-4.8359375,-6.08984375,-6.57421875,-6.2265625,-6.24609375
6,-2.8359375,-7.828125,-7.43359375,-6.9453125,-6.82421875,-6.1875
7,-3.841796875,-6.78515625,-5.359375,-5.046875,-7.4453125,-7.37109375
8,-4.14453125,-6.1875,-4.94140625,-6.69921875,-7.0859375,-7.13671875
9,-4.55078125,-5.953125,-5.17578125,-7.26171875,-6.5234375,-7.203125
10,-2.87890625,-6.6484375,-6.82421875,-6.37890625,-7.2421875,-8.1015625
11,-3.212890625,-5.4140625,-5.26953125,-5.7421875,-7.78125,-7.1328125
12,-3.69921875,-6.2421875,-6.34765625,-6.78515625,-6.69140625,-7.3203125
13,-3.130859375,-4.6171875,-5.8671875,-6.07421875,-6.78125,-6.51953125
14,-1.8427734375,-3.892578125,-3.197265625,-5.7421875,-3.8046875,-3.970703125
15,-2.96484375,-5.0234375,-6.75,-6.234375,-7.54296875,-6.76953125
16,-2.66015625,-4.23828125,-4.32421875,-6.44921875,-5.51171875,-5.75
17,-4.06640625,-3.990234375,-4.9296875,-4.71875,-4.08203125,-3.65625
18,-2.439453125,-6.22265625,-7.1875,-7.48046875,-7.5703125,-6.89453125
19,-3.720703125,-4.87109375,-6.2421875,-5.4375,-6.609375,-6.515625
