,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-3.24609375,-4.578125,-4.1171875,-7.12890625,-7.5859375,-8.5546875
1,-3.51953125,-4.6875,-4.4296875,-5.95703125,-6.703125,-5.85546875
2,-4.58203125,-5.0390625,-7.58203125,-8.234375,-8.15625,-6.78515625
3,-4.171875,-6.30859375,-7.921875,-7.9609375,-7.88671875,-8.2734375
4,-3.736328125,-3.6953125,-3.3359375,-4.9375,-6.65625,-7.22265625
5,-4.0703125,-7.203125,-7.0859375,-6.61328125,-6.60546875,-7.08984375
6,-3.28515625,-3.69140625,-4.421875,-7.828125,-6.859375,-6.62890625
7,-3.7578125,-3.744140625,-4.58203125,-5.7890625,-5.609375,-4.8515625
8,-3.251953125,-5.8359375,-7.26171875,-7.9921875,-9.0703125,-11.9140625
9,-3.091796875,-6.40625,-4.99609375,-6.625,-7.7265625,-7.40625
10,-3.9921875,-3.845703125,-4.16015625,-3.8671875,-5.00390625,-4.08203125
11,-3.771484375,-5.97265625,-8.140625,-9.5,-9.3046875,-7.9453125
12,-3.248046875,-5.890625,-8.3203125,-9.5078125,-9.4765625,-8.0234375
13,-3.51171875,-3.587890625,-3.4296875,-5.53125,-7.37890625,-5.33984375
14,-2.2578125,-4.60546875,-5.765625,-5.7421875,-7.01171875,-6.40625
15,-2.8125,-3.62890625,-3.126953125,-5.55078125,-7.5859375,-6.42578125
16,-3.2421875,-3.630859375,-6.359375,-7.8203125,-8.640625,-7.16015625
17,-3.390625,-3.814453125,-5.2421875,-8.1953125,-8.375,-8.015625
18,-3.08203125,-6.44921875,-8.109375,-7.28125,-7.34765625,-6.8984375
19,-3.88671875,-5.52734375,-4.3828125,-4.140625,-3.96484375,-6.76171875
