,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,0.0,0.0052083333333333,0.0052083333333333,0.015625,0.0,0.0416666666666666
1,0.0052083333333333,0.0104166666666666,0.03125,0.0364583333333333,0.0052083333333333,0.0208333333333333
2,0.015625,0.0,0.0104166666666666,0.0,0.0,0.0
3,0.0,0.0104166666666666,0.0,0.03125,0.0,0.03125
4,0.0,0.0104166666666666,0.0104166666666666,0.0052083333333333,0.0,0.015625
5,0.0052083333333333,0.0052083333333333,0.015625,0.0,0.0,0.046875
6,0.0,0.015625,0.0,0.0052083333333333,0.0052083333333333,0.0104166666666666
7,0.0052083333333333,0.0,0.0,0.0260416666666666,0.0,0.0208333333333333
8,0.015625,0.0052083333333333,0.0,0.0104166666666666,0.0,0.03125
9,0.0052083333333333,0.0,0.0,0.0052083333333333,0.0,0.0104166666666666
10,0.0364583333333333,0.0052083333333333,0.0,0.0104166666666666,0.0364583333333333,0.0104166666666666
11,0.015625,0.0104166666666666,0.0104166666666666,0.0104166666666666,0.0208333333333333,0.0104166666666666
12,0.0052083333333333,0.0,0.0208333333333333,0.0,0.0,0.0
13,0.0104166666666666,0.0052083333333333,0.0,0.0,0.0,0.0
14,0.0,0.0260416666666666,0.0520833333333333,0.0,0.0,0.0104166666666666
15,0.0,0.0052083333333333,0.0052083333333333,0.0104166666666666,0.015625,0.0052083333333333
16,0.0104166666666666,0.0,0.0052083333333333,0.0052083333333333,0.0364583333333333,0.0208333333333333
17,0.0260416666666666,0.0364583333333333,0.0,0.0,0.0052083333333333,0.0104166666666666
18,0.0104166666666666,0.0104166666666666,0.0,0.0208333333333333,0.0,0.0052083333333333
19,0.0052083333333333,0.0,0.015625,0.0052083333333333,0.0,0.020833333333333332
