,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.029296875,-6.69921875,-6.578125,-7.44140625,-6.93359375,-7.6484375
1,-2.193359375,-7.82421875,-7.18359375,-7.97265625,-8.1875,-8.2265625
2,-2.25,-7.28515625,-7.2265625,-7.1484375,-7.61328125,-6.97265625
3,-1.998046875,-7.640625,-7.85546875,-8.1328125,-8.3515625,-7.79296875
4,-3.345703125,-5.84375,-7.02734375,-7.87109375,-8.0,-7.921875
5,-2.6875,-7.640625,-7.64453125,-8.015625,-8.5703125,-8.140625
6,-2.861328125,-7.17578125,-6.80859375,-6.578125,-6.86328125,-6.83203125
7,-2.490234375,-7.95703125,-7.7734375,-7.53515625,-7.5625,-8.265625
8,-3.009765625,-6.64453125,-6.5078125,-6.8515625,-6.5703125,-5.8125
9,-2.421875,-6.46875,-6.98046875,-7.96484375,-7.75390625,-8.609375
10,-2.19140625,-6.95703125,-8.640625,-8.28125,-7.1171875,-8.546875
11,-3.1328125,-7.11328125,-7.875,-7.83203125,-7.30859375,-7.44921875
12,-1.67578125,-7.9453125,-8.25,-8.453125,-8.3359375,-8.4765625
13,-2.53515625,-6.0703125,-7.5546875,-8.421875,-8.6484375,-8.2734375
14,-2.76953125,-5.828125,-8.59375,-8.6875,-9.1171875,-9.1640625
15,-3.4140625,-5.9296875,-7.69140625,-7.96875,-8.2109375,-7.99609375
16,-3.67578125,-5.80859375,-6.1328125,-6.51171875,-6.8984375,-8.609375
17,-3.587890625,-7.34765625,-7.88671875,-8.484375,-8.5546875,-8.6796875
18,-3.529296875,-7.4140625,-8.3671875,-9.203125,-9.2421875,-8.7109375
19,-2.26171875,-7.8359375,-7.828125,-7.83203125,-8.109375,-8.1953125
