,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-0.050201416015625,-0.41796875,-0.2490234375,-0.30078125,-0.31787109375,-0.35693359375
1,-0.06561279296875,-0.70703125,-0.39697265625,-0.175048828125,-0.2261962890625,-0.4091796875
2,-0.085693359375,-0.41357421875,-0.191650390625,-0.1988525390625,-0.1817626953125,-0.283203125
3,-0.0738525390625,-0.736328125,-0.5400390625,-0.71728515625,-0.4638671875,-1.333984375
4,-0.08160400390625,-0.7138671875,-0.198974609375,-0.1781005859375,-0.196533203125,-0.322509765625
5,-0.0548095703125,-0.339599609375,-0.7333984375,-0.280517578125,-0.295654296875,-0.61865234375
6,-0.0447998046875,-0.837890625,-0.284912109375,-0.1754150390625,-0.11871337890625,-0.2335205078125
7,-0.0304107666015625,-0.256591796875,-0.135009765625,-0.042449951171875,-0.09625244140625,-0.25341796875
8,-0.0797119140625,-0.10369873046875,-0.0931396484375,-0.1103515625,-0.1588134765625,-0.40478515625
9,-0.128662109375,-0.2265625,-0.223876953125,-0.30322265625,-0.1964111328125,-0.25
10,-0.05401611328125,-0.740234375,-0.290283203125,-0.1741943359375,-0.2288818359375,-0.190673828125
11,-0.09686279296875,-0.2305908203125,-0.149658203125,-0.1273193359375,-0.107666015625,-0.2103271484375
12,-0.072509765625,-0.26953125,-0.2352294921875,-0.209228515625,-0.193603515625,-1.0048828125
13,-0.45654296875,-0.459228515625,-0.316162109375,-0.26611328125,-0.27978515625,-0.63720703125
14,-0.0777587890625,-0.298095703125,-0.25244140625,-0.08477783203125,-0.2054443359375,-0.1898193359375
15,-0.0577392578125,-0.2265625,-0.51318359375,-0.177734375,-0.2110595703125,-0.359375
16,-0.085205078125,-0.37548828125,-0.370849609375,-0.37158203125,-0.5478515625,-0.49658203125
17,-0.061553955078125,-0.411376953125,-0.7900390625,-0.481201171875,-0.4150390625,-0.349853515625
18,-0.173828125,-0.1025390625,-0.1693115234375,-0.2452392578125,-0.141357421875,-0.2197265625
19,-0.056884765625,-0.2347412109375,-0.06390380859375,-0.158203125,-0.276123046875,-0.386474609375
