,agent0_elephant,agent1_elephant,agent2_elephant
0,0.4583333333333333,0.78125,0.8854166666666666
1,0.5520833333333334,0.8958333333333334,0.90625
2,0.3854166666666667,0.2083333333333333,0.5625
3,0.5208333333333334,0.0520833333333333,0.0104166666666666
4,0.65625,0.4791666666666667,0.65625
5,0.3958333333333333,0.2395833333333333,0.4375
6,0.4895833333333333,0.3020833333333333,0.6145833333333334
7,0.625,0.4895833333333333,0.3020833333333333
8,0.1979166666666666,0.2395833333333333,0.03125
9,0.6666666666666666,0.6875,0.041666666666666664
