,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,0.1875,0.0104166666666666,0.0,0.0052083333333333,0.0,0.0
1,0.1458333333333333,0.0885416666666666,0.0572916666666666,0.0104166666666666,0.0052083333333333,0.0052083333333333
2,0.0729166666666666,0.0416666666666666,0.0104166666666666,0.0572916666666666,0.0104166666666666,0.0
3,0.140625,0.0625,0.046875,0.0052083333333333,0.0,0.0
4,0.078125,0.03125,0.046875,0.0052083333333333,0.0052083333333333,0.0052083333333333
5,0.0625,0.0260416666666666,0.0625,0.0104166666666666,0.0,0.0
6,0.0729166666666666,0.0104166666666666,0.0520833333333333,0.0,0.0,0.0
7,0.0625,0.015625,0.0885416666666666,0.0,0.0,0.0052083333333333
8,0.125,0.1614583333333333,0.0416666666666666,0.0,0.0,0.0
9,0.0520833333333333,0.0729166666666666,0.125,0.0,0.0,0.0
10,0.078125,0.09375,0.0833333333333333,0.0260416666666666,0.0052083333333333,0.0052083333333333
11,0.0364583333333333,0.125,0.0052083333333333,0.0,0.0,0.0
12,0.1354166666666666,0.1197916666666666,0.0625,0.0260416666666666,0.0052083333333333,0.0
13,0.0677083333333333,0.0677083333333333,0.0364583333333333,0.0520833333333333,0.0,0.0
14,0.1510416666666666,0.203125,0.0416666666666666,0.1822916666666666,0.0,0.0052083333333333
15,0.1666666666666666,0.015625,0.0,0.0833333333333333,0.125,0.0104166666666666
16,0.1041666666666666,0.1354166666666666,0.1145833333333333,0.0,0.0,0.0052083333333333
17,0.1354166666666666,0.109375,0.0625,0.171875,0.265625,0.0104166666666666
18,0.1145833333333333,0.0260416666666666,0.0104166666666666,0.0,0.0,0.0052083333333333
19,0.078125,0.4114583333333333,0.2291666666666666,0.0,0.0,0.0
