,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-1.1689453125,-5.00390625,-6.890625,-6.97265625,-7.6796875,-7.7421875
1,-0.66064453125,-3.888671875,-2.60546875,-6.0703125,-7.14453125,-6.9453125
2,-0.98095703125,-2.365234375,-4.29296875,-4.05859375,-4.87890625,-7.6171875
3,-0.83056640625,-4.4453125,-4.953125,-7.734375,-8.40625,-7.17578125
4,-1.203125,-2.876953125,-2.44140625,-7.734375,-7.1484375,-7.48828125
5,-1.1865234375,-2.48046875,-2.416015625,-5.21875,-8.6640625,-8.5859375
6,-0.9755859375,-2.72265625,-4.15234375,-6.05078125,-7.94140625,-7.38671875
7,-0.93359375,-2.251953125,-1.646484375,-6.6015625,-6.828125,-6.98046875
8,-1.3056640625,-2.326171875,-2.611328125,-6.75,-7.19140625,-7.6953125
9,-1.0595703125,-3.2421875,-4.23046875,-7.46875,-8.359375,-8.1796875
10,-0.92626953125,-1.4736328125,-2.0859375,-5.453125,-6.0859375,-7.55078125
11,-0.95263671875,-4.2890625,-5.97265625,-7.10546875,-7.53515625,-8.2734375
12,-1.111328125,-1.9365234375,-3.955078125,-5.58203125,-6.8125,-7.734375
13,-1.16015625,-2.3515625,-3.12890625,-6.22265625,-7.78515625,-7.046875
14,-0.88330078125,-1.787109375,-3.08984375,-4.68359375,-7.21875,-7.77734375
15,-0.697265625,-4.3359375,-5.66796875,-4.37109375,-3.162109375,-3.759765625
16,-1.2861328125,-2.560546875,-7.4375,-7.47265625,-8.3125,-7.78125
17,-0.85595703125,-1.814453125,-0.93115234375,-0.685546875,-3.01171875,-6.953125
18,-0.8447265625,-3.85546875,-7.4921875,-7.91796875,-8.078125,-7.87109375
19,-0.8271484375,-2.853515625,-3.603515625,-7.84765625,-7.1171875,-7.64453125
