,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-1.3740234375,-5.27734375,-6.63671875,-7.48828125,-7.84375,-7.7421875
1,-1.1220703125,-4.48046875,-2.93359375,-6.6796875,-7.1328125,-6.9453125
2,-1.212890625,-1.7451171875,-3.625,-3.1484375,-4.24609375,-7.6171875
3,-1.0576171875,-4.78515625,-5.17578125,-5.734375,-8.453125,-7.17578125
4,-1.69140625,-3.591796875,-3.087890625,-6.65234375,-7.18359375,-7.48828125
5,-1.5498046875,-3.326171875,-3.6171875,-5.83984375,-8.390625,-8.5859375
6,-1.298828125,-3.220703125,-4.0234375,-7.5546875,-8.4921875,-7.38671875
7,-1.0,-2.17578125,-1.7255859375,-6.72265625,-7.00390625,-6.98046875
8,-1.3671875,-2.056640625,-2.826171875,-7.078125,-7.67578125,-7.6953125
9,-1.1884765625,-3.966796875,-4.6484375,-7.9765625,-8.6328125,-8.1796875
10,-1.30078125,-2.451171875,-2.5703125,-5.89453125,-5.91796875,-7.55078125
11,-1.9208984375,-5.625,-6.51953125,-7.23828125,-7.4375,-8.2734375
12,-1.9365234375,-3.791015625,-3.6171875,-5.46484375,-6.54296875,-7.734375
13,-1.412109375,-2.759765625,-3.744140625,-5.94140625,-7.796875,-7.046875
14,-0.689453125,-1.96484375,-2.849609375,-4.21875,-6.6875,-7.77734375
15,-0.60986328125,-4.296875,-5.3125,-2.69140625,-2.947265625,-3.759765625
16,-1.1669921875,-3.6640625,-8.1953125,-8.0,-8.2734375,-7.78125
17,-1.439453125,-2.08984375,-1.5908203125,-1.4951171875,-3.357421875,-6.953125
18,-1.1220703125,-4.14453125,-7.83984375,-8.1953125,-8.125,-7.87109375
19,-0.830078125,-2.6875,-3.12890625,-6.62890625,-6.33203125,-7.64453125
