,agent0_elephant,agent0_dolphin,agent0_panda,agent0_lion,agent0_kangaroo,agent0_penguin,agent0_giraffe,agent0_chimpanzee,agent0_koala,agent0_orangutan,agent1_elephant,agent1_dolphin,agent1_panda,agent1_lion,agent1_kangaroo,agent1_penguin,agent1_giraffe,agent1_chimpanzee,agent1_koala,agent1_orangutan,agent2_elephant,agent2_dolphin,agent2_panda,agent2_lion,agent2_kangaroo,agent2_penguin,agent2_giraffe,agent2_chimpanzee,agent2_koala,agent2_orangutan,agent3_elephant,agent3_dolphin,agent3_panda,agent3_lion,agent3_kangaroo,agent3_penguin,agent3_giraffe,agent3_chimpanzee,agent3_koala,agent3_orangutan,agent4_elephant,agent4_dolphin,agent4_panda,agent4_lion,agent4_kangaroo,agent4_penguin,agent4_giraffe,agent4_chimpanzee,agent4_koala,agent4_orangutan,agent5_elephant,agent5_dolphin,agent5_panda,agent5_lion,agent5_kangaroo,agent5_penguin,agent5_giraffe,agent5_chimpanzee,agent5_koala,agent5_orangutan
0,-3.087890625,-1.8544921875,-5.64453125,-6.10546875,-2.173828125,-2.58203125,-3.173828125,-7.18359375,-3.603515625,-8.1875,-2.19140625,-0.269775390625,-6.57421875,-7.37109375,-6.27734375,-6.97265625,-3.80078125,-5.62890625,-6.68359375,-6.38671875,-1.10546875,-0.91796875,-5.30078125,-5.97265625,-4.91796875,-5.3046875,-2.04296875,-5.52734375,-5.23046875,-5.63671875,-2.638671875,-0.1705322265625,-6.203125,-7.375,-6.8125,-7.859375,-4.3359375,-6.8515625,-7.5078125,-7.453125,-2.271484375,-0.224365234375,-5.69921875,-7.01171875,-6.54296875,-7.57421875,-3.833984375,-6.70703125,-7.58984375,-7.83203125,-2.751953125,-0.2044677734375,-6.125,-7.59375,-6.859375,-8.078125,-4.1015625,-6.9375,-7.875,-7.8046875
1,-3.314453125,-2.181640625,-6.00390625,-6.32421875,-2.337890625,-3.158203125,-2.994140625,-7.41015625,-3.564453125,-8.0078125,-2.27734375,-0.23095703125,-6.57421875,-8.0390625,-6.98828125,-7.71484375,-4.20703125,-6.41796875,-7.43359375,-7.55078125,-1.578125,-1.5625,-5.359375,-6.1875,-5.5859375,-7.1328125,-2.0625,-5.03125,-5.1015625,-4.203125,-2.158203125,-1.548828125,-4.7890625,-5.875,-6.484375,-8.0546875,-2.189453125,-4.90625,-5.78125,-3.431640625,-2.6875,-1.1796875,-5.359375,-6.4296875,-7.4296875,-8.4453125,-2.5546875,-4.8984375,-5.9296875,-2.7421875,-2.544921875,-0.8642578125,-5.58203125,-7.99609375,-7.29296875,-6.9921875,-3.349609375,-5.95703125,-6.00390625,-3.794921875
2,-3.310546875,-2.162109375,-6.11328125,-6.35546875,-2.310546875,-3.1875,-3.365234375,-7.49609375,-3.8671875,-8.5,-1.689453125,-0.751953125,-5.62109375,-7.18359375,-3.689453125,-4.45703125,-2.283203125,-6.17578125,-4.83203125,-6.50390625,-3.599609375,-3.865234375,-6.2421875,-6.9140625,-3.734375,-4.87890625,-2.1328125,-6.984375,-4.890625,-6.96875,-2.515625,-0.7265625,-5.65625,-6.7109375,-5.5390625,-5.30859375,-3.65625,-5.5390625,-5.21875,-5.796875,-2.265625,-0.8916015625,-5.671875,-6.65625,-5.5078125,-6.0390625,-4.109375,-5.7578125,-6.125,-7.3671875,-1.3798828125,-0.442626953125,-5.82421875,-6.46484375,-5.83984375,-7.79296875,-3.396484375,-5.63671875,-7.22265625,-6.95703125
3,-3.037109375,-2.169921875,-5.58203125,-5.62890625,-2.162109375,-2.44921875,-3.201171875,-7.25390625,-3.693359375,-8.3359375,-1.37890625,-0.62841796875,-5.76171875,-6.51171875,-4.82421875,-5.83984375,-2.67578125,-5.76953125,-5.88671875,-6.54296875,-1.4765625,-1.0546875,-5.265625,-6.3125,-4.671875,-6.37109375,-1.4921875,-5.171875,-5.015625,-4.8125,-3.09765625,-0.11260986328125,-7.92578125,-8.6796875,-8.7421875,-11.0234375,-6.58984375,-7.21484375,-10.421875,-10.1015625,-3.2734375,-0.1962890625,-6.3671875,-7.6953125,-7.1328125,-7.9296875,-4.9921875,-7.125,-7.5546875,-7.46875,-3.001953125,-0.28271484375,-5.953125,-7.3125,-6.34375,-7.765625,-3.845703125,-6.515625,-6.96875,-6.890625
4,-2.599609375,-1.5673828125,-5.15234375,-5.95703125,-1.9111328125,-2.25390625,-2.880859375,-6.92578125,-3.458984375,-8.484375,-1.7470703125,-0.8095703125,-5.33984375,-7.12109375,-4.02734375,-5.1015625,-2.02734375,-6.02734375,-4.59765625,-6.00390625,-1.3994140625,-1.2275390625,-5.578125,-6.8515625,-3.837890625,-4.23046875,-1.8369140625,-6.1484375,-4.40625,-6.5546875,-3.3203125,-0.19580078125,-6.5859375,-8.1328125,-6.3046875,-7.9609375,-4.6796875,-6.7421875,-7.3515625,-7.5,-4.18359375,-0.456298828125,-6.83203125,-8.453125,-6.60546875,-7.61328125,-4.91796875,-7.26171875,-6.99609375,-7.24609375,-3.5703125,-0.383544921875,-7.0234375,-8.40625,-7.3125,-8.7421875,-5.109375,-6.90625,-7.7109375,-7.3046875
5,-2.9296875,-1.734375,-5.2421875,-5.9453125,-2.046875,-2.626953125,-3.0625,-7.15625,-3.5390625,-8.3515625,-1.490234375,-1.021484375,-5.69921875,-7.16796875,-3.755859375,-5.1015625,-2.193359375,-6.42578125,-4.48828125,-6.94921875,-2.552734375,-1.0986328125,-5.66015625,-6.91796875,-3.935546875,-5.515625,-1.3173828125,-5.42578125,-3.919921875,-4.76171875,-2.595703125,-0.454345703125,-6.4609375,-6.96875,-6.59375,-7.90234375,-2.892578125,-5.734375,-6.1171875,-4.796875,-3.21484375,-0.1995849609375,-6.94921875,-7.12109375,-6.84765625,-8.359375,-4.05078125,-6.09765625,-7.33984375,-5.15234375,-4.07421875,-1.5107421875,-6.48828125,-7.05859375,-6.76953125,-7.52734375,-3.626953125,-6.69140625,-5.82421875,-3.806640625
6,-3.064453125,-2.095703125,-5.77734375,-6.15234375,-2.330078125,-2.6640625,-3.251953125,-7.22265625,-3.470703125,-8.3203125,-1.3310546875,-1.6123046875,-4.70703125,-6.45703125,-3.08984375,-4.6953125,-2.17578125,-6.20703125,-3.19140625,-6.97265625,-2.58984375,-0.432861328125,-4.44140625,-7.19921875,-3.94140625,-6.453125,-2.05859375,-6.24609375,-5.44921875,-6.46484375,-3.12109375,-0.34765625,-3.93359375,-7.99609375,-3.83203125,-5.96484375,-2.42578125,-6.12890625,-5.53515625,-7.75390625,-3.40625,-0.12493896484375,-5.1875,-8.2734375,-6.21875,-7.9921875,-4.3984375,-7.0390625,-7.3125,-8.2109375,-3.107421875,-0.18505859375,-5.52734375,-7.65234375,-6.35546875,-8.75,-4.16015625,-6.76171875,-7.22265625,-7.48046875
7,-2.810546875,-1.9345703125,-5.82421875,-6.56640625,-2.623046875,-3.21875,-2.998046875,-7.33203125,-3.748046875,-8.1875,-1.46484375,-0.82421875,-6.46484375,-6.53515625,-4.97265625,-5.28125,-1.82421875,-5.59765625,-5.35546875,-5.47265625,-1.3974609375,-0.94384765625,-6.21875,-6.203125,-4.6953125,-4.19140625,-1.5693359375,-5.984375,-5.3828125,-5.7734375,-1.515625,-0.390380859375,-6.484375,-7.109375,-6.3203125,-6.875,-3.5078125,-6.0,-7.1328125,-6.71875,-1.5244140625,-0.367919921875,-6.46875,-7.03125,-6.640625,-7.1015625,-3.9296875,-6.1953125,-6.9375,-7.2578125,-1.2734375,-1.1171875,-5.875,-6.1484375,-5.6484375,-5.40234375,-1.7578125,-5.640625,-5.1640625,-4.8515625
8,-3.71484375,-2.48828125,-6.22265625,-6.76171875,-2.46484375,-3.146484375,-3.79296875,-7.88671875,-3.93359375,-8.8515625,-1.966796875,-0.841796875,-4.76953125,-7.88671875,-2.662109375,-3.611328125,-2.404296875,-6.76171875,-3.888671875,-7.80859375,-2.984375,-1.015625,-5.4609375,-8.40625,-3.09375,-4.91015625,-2.09375,-6.203125,-4.2265625,-6.4453125,-2.4609375,-1.1728515625,-5.1171875,-5.625,-4.5703125,-6.94140625,-1.9072265625,-5.65625,-4.8828125,-5.3125,-2.287109375,-0.2095947265625,-6.328125,-7.21875,-7.7265625,-8.3671875,-4.421875,-6.359375,-8.1015625,-6.4765625,-2.421875,-0.203125,-6.21875,-7.7265625,-7.59375,-8.1328125,-5.390625,-6.8671875,-8.21875,-7.1171875
9,-3.22265625,-2.30078125,-5.94921875,-6.47265625,-2.41015625,-3.08203125,-3.37890625,-7.41015625,-3.74609375,-8.375,-1.595703125,-0.798828125,-6.2890625,-7.3671875,-4.734375,-4.83984375,-2.595703125,-6.078125,-5.2421875,-6.1328125,-2.029296875,-0.982421875,-6.17578125,-6.80859375,-4.65234375,-5.1484375,-3.162109375,-6.44921875,-5.87890625,-6.16796875,-2.34375,-0.2196044921875,-6.5703125,-7.1875,-6.8125,-7.8046875,-4.7578125,-6.5625,-7.953125,-7.3125,-2.052734375,-0.2098388671875,-7.1796875,-6.7578125,-7.4140625,-9.203125,-5.3515625,-6.53125,-8.4609375,-7.0703125,-2.85546875,-0.106201171875,-8.3203125,-6.69921875,-8.3515625,-10.03125,-6.71484375,-7.24609375,-9.6953125,-7.59765625
