,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.7421875,-6.1640625,-6.09375,-5.984375,-6.7109375,-6.72265625
1,-5.41015625,-6.11328125,-5.98828125,-6.76171875,-7.234375,-6.94140625
2,-5.5390625,-6.3984375,-6.08203125,-5.55859375,-6.2265625,-6.953125
3,-6.0390625,-6.55859375,-7.69921875,-5.96875,-6.0390625,-6.4140625
4,-5.8359375,-6.66015625,-5.80078125,-6.9765625,-7.0625,-7.20703125
5,-6.03125,-6.14453125,-5.80859375,-5.578125,-6.296875,-6.33203125
6,-5.5,-6.8359375,-5.796875,-5.51953125,-5.80859375,-5.62890625
7,-5.6015625,-6.8828125,-6.39453125,-6.93359375,-7.21484375,-7.05859375
8,-5.75390625,-7.0234375,-6.265625,-5.93359375,-6.16796875,-6.12890625
9,-5.92578125,-6.35546875,-5.515625,-5.86328125,-6.85546875,-6.51171875
10,-5.6953125,-6.0625,-6.34765625,-6.83984375,-6.74609375,-7.2421875
11,-6.03515625,-7.44140625,-7.53515625,-6.49609375,-6.93359375,-7.49609375
12,-5.71875,-6.25,-6.56640625,-6.79296875,-7.28515625,-7.3515625
13,-5.40234375,-6.8046875,-6.52734375,-6.76171875,-6.28125,-7.66015625
14,-6.01171875,-6.2265625,-6.14453125,-6.234375,-6.14453125,-6.53515625
15,-5.94921875,-7.47265625,-6.80078125,-6.125,-6.5234375,-7.93359375
16,-5.9140625,-5.4921875,-6.4453125,-6.4765625,-5.6875,-7.05078125
17,-5.55859375,-7.078125,-5.62890625,-6.796875,-6.6171875,-6.87109375
18,-5.79296875,-6.7734375,-6.27734375,-7.14453125,-6.9609375,-6.79296875
19,-5.65234375,-7.03125,-6.2734375,-6.6875,-7.1875,-7.12890625
