,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-0.7265625,-3.888671875,-3.6015625,-4.734375,-6.75390625,-7.48046875
1,-0.92236328125,-2.908203125,-3.056640625,-7.74609375,-7.39453125,-8.3671875
2,-1.2431640625,-7.1484375,-8.2109375,-8.2265625,-8.2265625,-8.828125
3,-0.85302734375,-2.12890625,-2.765625,-2.2578125,-3.6171875,-6.01953125
4,-1.1787109375,-5.76171875,-3.904296875,-1.787109375,-2.69921875,-6.84375
5,-0.83349609375,-3.615234375,-3.70703125,-6.78125,-7.703125,-7.06640625
6,-0.8388671875,-4.10546875,-7.265625,-7.21875,-7.21875,-7.44140625
7,-0.998046875,-3.349609375,-2.49609375,-5.86328125,-8.203125,-7.58984375
8,-0.99951171875,-3.33984375,-7.1328125,-7.94140625,-7.94140625,-8.171875
9,-2.09375,-2.439453125,-4.6875,-5.45703125,-6.1484375,-5.48046875
10,-0.904296875,-3.0546875,-4.55078125,-2.5078125,-3.5546875,-5.54296875
11,-1.76171875,-3.208984375,-3.20703125,-3.720703125,-5.0546875,-3.1953125
12,-1.7734375,-4.7578125,-2.984375,-4.06640625,-4.25,-8.3125
13,-0.92041015625,-2.783203125,-7.49609375,-8.125,-8.1171875,-8.40625
14,-0.8642578125,-3.9453125,-6.8125,-6.76171875,-6.765625,-6.90625
15,-1.2763671875,-5.68359375,-7.34765625,-8.296875,-8.328125,-8.84375
16,-0.94873046875,-2.955078125,-3.73046875,-4.5390625,-6.49609375,-6.97265625
17,-0.8193359375,-1.888671875,-3.791015625,-8.046875,-7.51953125,-7.91796875
18,-1.8642578125,-2.734375,-3.740234375,-4.40234375,-3.59765625,-6.94921875
19,-1.3369140625,-7.56640625,-7.84765625,-8.3125,-8.3125,-8.546875
