,agent0_elephant,agent1_elephant,agent2_elephant
0,0.2708333333333333,0.15625,0.0416666666666666
1,0.3020833333333333,0.2291666666666666,0.125
2,0.25,0.0625,0.0104166666666666
3,0.2083333333333333,0.0729166666666666,0.125
4,0.3020833333333333,0.1354166666666666,0.0
5,0.3645833333333333,0.1041666666666666,0.1145833333333333
6,0.2291666666666666,0.0729166666666666,0.1354166666666666
7,0.4270833333333333,0.0104166666666666,0.03125
8,0.3541666666666667,0.0416666666666666,0.0
9,0.0833333333333333,0.0104166666666666,0.03125
